This file was downloaded on February 22 2018 5:10:18 AM UTC-08:00
Keywords,kettle
Date Range,2015-02-20 - 2018-02-20
Buyer Country: ,AU
Category: ,Kettles
Product Condition: ,New
Listing Format: ,StoresFixedPrice,FixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-02-20,2,27.41 USD,54.81 USD
2015-02-21,54,56.03 USD,3025.80 USD
2015-02-22,46,51.34 USD,2361.49 USD
2015-02-23,22,50.02 USD,1100.53 USD
2015-02-24,21,54.99 USD,1154.84 USD
2015-02-25,39,42.05 USD,1639.95 USD
2015-02-26,23,57.04 USD,1311.84 USD
2015-02-27,21,45.09 USD,946.84 USD
2015-02-28,23,50.68 USD,1165.73 USD
2015-03-01,22,55.99 USD,1231.87 USD
2015-03-02,28,52.02 USD,1456.66 USD
2015-03-03,17,51.35 USD,872.90 USD
2015-03-04,23,60.77 USD,1397.61 USD
2015-03-05,24,62.17 USD,1491.98 USD
2015-03-06,33,45.11 USD,1488.74 USD
2015-03-07,28,47.48 USD,1329.31 USD
2015-03-08,31,61.40 USD,1903.34 USD
2015-03-09,31,57.72 USD,1789.21 USD
2015-03-10,20,46.15 USD,923.06 USD
2015-03-11,17,55.15 USD,937.56 USD
2015-03-12,14,48.33 USD,676.57 USD
2015-03-13,23,51.41 USD,1182.54 USD
2015-03-14,22,56.67 USD,1246.71 USD
2015-03-15,22,52.26 USD,1149.63 USD
2015-03-16,22,51.64 USD,1136.06 USD
2015-03-17,27,51.25 USD,1383.69 USD
2015-03-18,16,46.55 USD,744.81 USD
2015-03-19,13,65.89 USD,856.57 USD
2015-03-20,19,60.09 USD,1141.74 USD
2015-03-21,22,67.08 USD,1475.73 USD
2015-03-22,33,46.46 USD,1533.15 USD
2015-03-23,21,48.50 USD,1018.41 USD
2015-03-24,31,51.16 USD,1585.90 USD
2015-03-25,40,51.80 USD,2072.16 USD
2015-03-26,20,49.45 USD,989.05 USD
2015-03-27,18,50.07 USD,901.18 USD
2015-03-28,48,66.52 USD,3193.10 USD
2015-03-29,48,67.13 USD,3222.07 USD
2015-03-30,36,63.21 USD,2275.65 USD
2015-03-31,37,76.35 USD,2824.84 USD
2015-04-01,44,53.51 USD,2354.57 USD
2015-04-02,31,58.30 USD,1807.25 USD
2015-04-03,19,48.69 USD,925.15 USD
2015-04-04,19,56.36 USD,1070.83 USD
2015-04-05,17,55.63 USD,945.74 USD
2015-04-06,17,36.66 USD,623.16 USD
2015-04-07,24,51.39 USD,1233.40 USD
2015-04-08,19,51.91 USD,986.24 USD
2015-04-09,21,57.58 USD,1209.25 USD
2015-04-10,21,55.25 USD,1160.21 USD
2015-04-11,22,60.43 USD,1329.43 USD
2015-04-12,30,57.36 USD,1720.69 USD
2015-04-13,21,46.00 USD,965.98 USD
2015-04-14,38,41.58 USD,1579.92 USD
2015-04-15,34,51.89 USD,1764.40 USD
2015-04-16,26,58.62 USD,1524.18 USD
2015-04-17,15,50.04 USD,750.67 USD
2015-04-18,22,53.72 USD,1181.83 USD
2015-04-19,29,56.83 USD,1647.96 USD
2015-04-20,29,69.06 USD,2002.71 USD
2015-04-21,28,62.11 USD,1739.04 USD
2015-04-22,25,53.44 USD,1336.11 USD
2015-04-23,20,45.58 USD,911.53 USD
2015-04-24,21,53.98 USD,1133.48 USD
2015-04-25,22,62.89 USD,1383.60 USD
2015-04-26,37,59.80 USD,2212.67 USD
2015-04-27,31,60.74 USD,1882.89 USD
2015-04-28,26,52.42 USD,1362.93 USD
2015-04-29,32,60.23 USD,1927.34 USD
2015-04-30,42,50.89 USD,2137.35 USD
2015-05-01,29,66.60 USD,1931.26 USD
2015-05-02,45,56.44 USD,2539.77 USD
2015-05-03,40,36.24 USD,1449.42 USD
2015-05-04,40,60.75 USD,2429.90 USD
2015-05-05,28,59.89 USD,1677.04 USD
2015-05-06,25,55.14 USD,1378.41 USD
2015-05-07,47,66.00 USD,3101.83 USD
2015-05-08,58,68.37 USD,3965.72 USD
2015-05-09,47,65.56 USD,3081.18 USD
2015-05-10,54,61.73 USD,3333.17 USD
2015-05-11,51,61.04 USD,3112.84 USD
2015-05-12,41,66.86 USD,2741.16 USD
2015-05-13,33,53.69 USD,1771.81 USD
2015-05-14,33,49.76 USD,1641.92 USD
2015-05-15,29,47.59 USD,1379.99 USD
2015-05-16,37,58.37 USD,2159.53 USD
2015-05-17,48,51.34 USD,2464.51 USD
2015-05-18,34,52.35 USD,1779.85 USD
2015-05-19,34,55.32 USD,1880.79 USD
2015-05-20,27,43.64 USD,1178.39 USD
2015-05-21,27,61.10 USD,1649.67 USD
2015-05-22,31,47.44 USD,1470.57 USD
2015-05-23,37,53.92 USD,1995.01 USD
2015-05-24,42,44.88 USD,1884.91 USD
2015-05-25,41,43.77 USD,1794.38 USD
2015-05-26,32,43.42 USD,1389.50 USD
2015-05-27,39,50.59 USD,1972.86 USD
2015-05-28,44,57.85 USD,2545.33 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,54,47.00 USD,2537.98 USD
2015-05-31,53,44.07 USD,2335.60 USD
2015-06-01,89,50.55 USD,4499.35 USD
2015-06-02,49,56.41 USD,2764.00 USD
2015-06-03,40,41.35 USD,1653.90 USD
2015-06-04,46,44.78 USD,2059.83 USD
2015-06-05,37,51.40 USD,1901.68 USD
2015-06-06,28,40.70 USD,1139.62 USD
2015-06-07,38,42.78 USD,1625.66 USD
2015-06-08,25,43.97 USD,1099.26 USD
2015-06-09,32,47.96 USD,1534.63 USD
2015-06-10,37,48.75 USD,1803.87 USD
2015-06-11,30,39.63 USD,1189.02 USD
2015-06-12,32,45.57 USD,1458.13 USD
2015-06-13,33,46.32 USD,1528.60 USD
2015-06-14,41,38.52 USD,1579.21 USD
2015-06-15,40,42.85 USD,1713.81 USD
2015-06-16,58,51.60 USD,2993.00 USD
2015-06-17,43,42.66 USD,1834.23 USD
2015-06-18,38,41.30 USD,1569.38 USD
2015-06-19,30,52.42 USD,1572.63 USD
2015-06-20,31,42.58 USD,1319.94 USD
2015-06-21,47,53.63 USD,2520.80 USD
2015-06-22,42,51.34 USD,2156.41 USD
2015-06-23,48,36.53 USD,1753.28 USD
2015-06-24,33,47.00 USD,1551.12 USD
2015-06-25,68,48.85 USD,3322.02 USD
2015-06-26,72,51.83 USD,3731.92 USD
2015-06-27,88,51.41 USD,4523.95 USD
2015-06-28,100,49.17 USD,4917.06 USD
2015-06-29,107,53.17 USD,5689.17 USD
2015-06-30,47,49.51 USD,2326.81 USD
2015-07-01,33,48.19 USD,1590.37 USD
2015-07-02,36,43.28 USD,1558.04 USD
2015-07-03,40,48.82 USD,1952.70 USD
2015-07-04,39,41.70 USD,1626.44 USD
2015-07-05,41,41.48 USD,1700.70 USD
2015-07-06,43,44.45 USD,1911.43 USD
2015-07-07,44,40.99 USD,1803.54 USD
