This file was downloaded on February 22 2018 4:54:40 AM UTC-08:00
Keywords,hand tool
Date Range,2015-02-20 - 2018-02-20
Site: ,ebay.com.au
Product Condition: ,New
Listing Format: ,StoresFixedPrice,FixedPrice
Buyer Country: ,AU
Seller Country: ,AU
Category: ,Other Hand Tools

Date,Items Sold,Average Selling Price,Total Sales
2015-02-20,0,0.00 USD,0.00 USD
2015-02-21,5,26.46 USD,132.30 USD
2015-02-22,7,24.64 USD,172.45 USD
2015-02-23,9,26.13 USD,235.16 USD
2015-02-24,10,26.69 USD,266.85 USD
2015-02-25,2,40.58 USD,81.16 USD
2015-02-26,6,30.60 USD,183.59 USD
2015-02-27,5,36.33 USD,181.65 USD
2015-02-28,8,29.23 USD,233.82 USD
2015-03-01,9,34.30 USD,308.70 USD
2015-03-02,9,32.12 USD,289.04 USD
2015-03-03,11,27.84 USD,306.25 USD
2015-03-04,7,34.15 USD,239.04 USD
2015-03-05,7,59.10 USD,413.69 USD
2015-03-06,1,62.17 USD,62.17 USD
2015-03-07,5,20.43 USD,102.13 USD
2015-03-08,12,24.23 USD,290.74 USD
2015-03-09,2,38.62 USD,77.24 USD
2015-03-10,10,39.49 USD,394.92 USD
2015-03-11,8,33.39 USD,267.09 USD
2015-03-12,7,25.95 USD,181.62 USD
2015-03-13,6,38.60 USD,231.57 USD
2015-03-14,3,40.14 USD,120.43 USD
2015-03-15,4,29.89 USD,119.55 USD
2015-03-16,11,34.71 USD,381.81 USD
2015-03-17,6,24.16 USD,144.94 USD
2015-03-18,1,20.55 USD,20.55 USD
2015-03-19,8,33.85 USD,270.79 USD
2015-03-20,4,28.38 USD,113.52 USD
2015-03-21,6,25.17 USD,150.99 USD
2015-03-22,9,30.24 USD,272.14 USD
2015-03-23,3,63.66 USD,190.98 USD
2015-03-24,5,46.29 USD,231.44 USD
2015-03-25,11,40.11 USD,441.22 USD
2015-03-26,6,39.19 USD,235.12 USD
2015-03-27,4,61.66 USD,246.64 USD
2015-03-28,4,34.77 USD,139.09 USD
2015-03-29,6,19.31 USD,115.85 USD
2015-03-30,3,54.12 USD,162.36 USD
2015-03-31,5,33.29 USD,166.43 USD
2015-04-01,5,29.91 USD,149.53 USD
2015-04-02,9,14.22 USD,127.96 USD
2015-04-03,5,32.71 USD,163.56 USD
2015-04-04,5,23.30 USD,116.52 USD
2015-04-05,2,9.52 USD,19.03 USD
2015-04-06,7,53.23 USD,372.63 USD
2015-04-07,5,93.64 USD,468.20 USD
2015-04-08,6,30.46 USD,182.75 USD
2015-04-09,3,39.91 USD,119.73 USD
2015-04-10,8,31.56 USD,252.46 USD
2015-04-11,4,58.34 USD,233.35 USD
2015-04-12,4,38.24 USD,152.94 USD
2015-04-13,6,35.94 USD,215.63 USD
2015-04-14,13,31.40 USD,408.17 USD
2015-04-15,5,33.34 USD,166.70 USD
2015-04-16,10,36.20 USD,362.02 USD
2015-04-17,4,27.37 USD,109.46 USD
2015-04-18,7,30.15 USD,211.08 USD
2015-04-19,11,36.93 USD,406.20 USD
2015-04-20,4,39.21 USD,156.84 USD
2015-04-21,6,45.29 USD,271.74 USD
2015-04-22,13,35.21 USD,457.74 USD
2015-04-23,6,37.87 USD,227.24 USD
2015-04-24,5,40.99 USD,204.94 USD
2015-04-25,9,32.90 USD,296.06 USD
2015-04-26,9,28.16 USD,253.41 USD
2015-04-27,10,40.58 USD,405.77 USD
2015-04-28,7,15.30 USD,107.10 USD
2015-04-29,5,52.39 USD,261.97 USD
2015-04-30,8,32.41 USD,259.24 USD
2015-05-01,4,54.17 USD,216.66 USD
2015-05-02,3,35.21 USD,105.62 USD
2015-05-03,14,34.02 USD,476.30 USD
2015-05-04,8,25.46 USD,203.67 USD
2015-05-05,11,21.80 USD,239.85 USD
2015-05-06,4,20.62 USD,82.47 USD
2015-05-07,8,36.34 USD,290.75 USD
2015-05-08,4,25.91 USD,103.63 USD
2015-05-09,7,45.83 USD,320.83 USD
2015-05-10,8,63.45 USD,507.60 USD
2015-05-11,8,30.02 USD,240.17 USD
2015-05-12,6,39.06 USD,234.34 USD
2015-05-13,6,28.67 USD,172.04 USD
2015-05-14,15,30.47 USD,457.10 USD
2015-05-15,8,53.44 USD,427.50 USD
2015-05-16,7,53.49 USD,374.44 USD
2015-05-17,6,53.92 USD,323.51 USD
2015-05-18,5,44.58 USD,222.90 USD
2015-05-19,7,38.86 USD,272.02 USD
2015-05-20,3,73.00 USD,218.99 USD
2015-05-21,8,36.36 USD,290.89 USD
2015-05-22,5,22.05 USD,110.25 USD
2015-05-23,2,54.74 USD,109.48 USD
2015-05-24,12,19.55 USD,234.61 USD
2015-05-25,14,34.02 USD,476.23 USD
2015-05-26,5,13.47 USD,67.37 USD
2015-05-27,5,45.82 USD,229.12 USD
2015-05-28,9,28.13 USD,253.19 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,8,31.47 USD,251.76 USD
2015-05-31,11,41.90 USD,460.95 USD
2015-06-01,6,30.16 USD,180.95 USD
2015-06-02,11,19.74 USD,217.13 USD
2015-06-03,5,29.87 USD,149.35 USD
2015-06-04,9,27.83 USD,250.43 USD
2015-06-05,5,35.84 USD,179.21 USD
2015-06-06,2,9.91 USD,19.81 USD
2015-06-07,4,40.97 USD,163.89 USD
2015-06-08,9,27.83 USD,250.49 USD
2015-06-09,7,39.85 USD,278.92 USD
2015-06-10,12,29.46 USD,353.49 USD
2015-06-11,8,47.46 USD,379.68 USD
2015-06-12,10,29.16 USD,291.64 USD
2015-06-13,4,12.63 USD,50.53 USD
2015-06-14,11,34.39 USD,378.25 USD
2015-06-15,6,38.54 USD,231.25 USD
2015-06-16,8,38.69 USD,309.53 USD
2015-06-17,7,39.07 USD,273.49 USD
2015-06-18,7,26.88 USD,188.18 USD
2015-06-19,3,62.24 USD,186.72 USD
2015-06-20,10,29.15 USD,291.48 USD
2015-06-21,6,39.95 USD,239.71 USD
2015-06-22,6,16.65 USD,99.90 USD
2015-06-23,9,42.89 USD,386.02 USD
2015-06-24,7,31.76 USD,222.29 USD
2015-06-25,8,23.50 USD,188.01 USD
2015-06-26,10,26.95 USD,269.48 USD
2015-06-27,12,21.21 USD,254.50 USD
2015-06-28,14,30.70 USD,429.82 USD
2015-06-29,11,22.75 USD,250.25 USD
2015-06-30,17,38.73 USD,658.37 USD
2015-07-01,11,25.97 USD,285.69 USD
2015-07-02,9,24.15 USD,217.34 USD
2015-07-03,11,32.43 USD,356.72 USD
2015-07-04,6,23.19 USD,139.16 USD
2015-07-05,8,39.63 USD,317.07 USD
2015-07-06,9,33.29 USD,299.60 USD
2015-07-07,8,14.03 USD,112.27 USD
2015-07-08,3,7.36 USD,22.09 USD
2015-07-09,5,26.01 USD,130.03 USD
2015-07-10,7,17.91 USD,125.35 USD
2015-07-11,7,20.15 USD,141.03 USD
2015-07-12,11,32.38 USD,356.16 USD
2015-07-13,8,25.12 USD,200.95 USD
