This file was downloaded on February 22 2018 5:17:02 AM UTC-08:00
Keywords,fan 
Date Range,2015-02-20 - 2018-02-20
Buyer Country: ,AU
Category: ,Home Appliances
Product Condition: ,New
Listing Format: ,StoresFixedPrice,FixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-02-20,6,210.15 USD,1260.92 USD
2015-02-21,104,36.25 USD,3770.42 USD
2015-02-22,105,52.16 USD,5477.09 USD
2015-02-23,75,41.44 USD,3107.70 USD
2015-02-24,81,60.36 USD,4888.93 USD
2015-02-25,70,58.22 USD,4075.65 USD
2015-02-26,65,60.95 USD,3961.48 USD
2015-02-27,50,49.93 USD,2496.44 USD
2015-02-28,65,52.96 USD,3442.17 USD
2015-03-01,101,54.06 USD,5460.26 USD
2015-03-02,84,58.51 USD,4914.54 USD
2015-03-03,77,48.85 USD,3761.34 USD
2015-03-04,79,41.19 USD,3254.19 USD
2015-03-05,79,77.00 USD,6083.34 USD
2015-03-06,60,56.92 USD,3415.39 USD
2015-03-07,79,39.41 USD,3113.10 USD
2015-03-08,112,63.64 USD,7127.69 USD
2015-03-09,85,57.22 USD,4863.67 USD
2015-03-10,80,59.25 USD,4740.00 USD
2015-03-11,72,54.36 USD,3913.64 USD
2015-03-12,90,42.98 USD,3868.49 USD
2015-03-13,61,41.44 USD,2527.82 USD
2015-03-14,56,67.02 USD,3752.99 USD
2015-03-15,87,53.19 USD,4627.24 USD
2015-03-16,54,53.50 USD,2889.15 USD
2015-03-17,88,57.01 USD,5016.51 USD
2015-03-18,70,60.84 USD,4259.00 USD
2015-03-19,57,50.90 USD,2901.49 USD
2015-03-20,63,43.57 USD,2744.94 USD
2015-03-21,68,52.42 USD,3564.83 USD
2015-03-22,88,45.44 USD,3998.33 USD
2015-03-23,105,41.32 USD,4339.08 USD
2015-03-24,80,47.27 USD,3781.49 USD
2015-03-25,84,49.14 USD,4127.85 USD
2015-03-26,71,44.29 USD,3144.51 USD
2015-03-27,78,57.51 USD,4485.39 USD
2015-03-28,73,84.88 USD,6196.35 USD
2015-03-29,108,76.56 USD,8268.63 USD
2015-03-30,83,68.08 USD,5650.28 USD
2015-03-31,88,85.18 USD,7495.50 USD
2015-04-01,76,127.77 USD,9710.31 USD
2015-04-02,178,41.10 USD,7315.56 USD
2015-04-03,288,24.95 USD,7184.31 USD
2015-04-04,162,15.52 USD,2514.17 USD
2015-04-05,122,41.89 USD,5110.71 USD
2015-04-06,146,52.44 USD,7656.47 USD
2015-04-07,126,42.52 USD,5357.48 USD
2015-04-08,89,59.43 USD,5289.23 USD
2015-04-09,84,46.29 USD,3888.22 USD
2015-04-10,58,33.21 USD,1926.18 USD
2015-04-11,64,53.91 USD,3449.94 USD
2015-04-12,116,52.17 USD,6051.97 USD
2015-04-13,85,63.35 USD,5384.58 USD
2015-04-14,81,67.84 USD,5495.20 USD
2015-04-15,63,51.08 USD,3218.06 USD
