This file was downloaded on February 25 2018 11:00:08 PM UTC-08:00
Keywords,sofa
Date Range,2015-02-24 - 2018-02-24
Site: ,ebay.com.au
Product Condition: ,New
Listing Format: ,FixedPrice,StoresFixedPrice
Buyer Country: ,AU
Seller Country: ,AU
Category: ,Sofas & Couches

Date,Items Sold,Average Selling Price,Total Sales
2015-02-24,0,0.00 USD,0.00 USD
2015-02-25,45,228.19 USD,10268.41 USD
2015-02-26,38,236.12 USD,8972.45 USD
2015-02-27,25,260.13 USD,6503.29 USD
2015-02-28,36,174.56 USD,6284.05 USD
2015-03-01,40,267.28 USD,10691.15 USD
2015-03-02,34,270.97 USD,9213.04 USD
2015-03-03,38,173.88 USD,6607.43 USD
2015-03-04,34,124.53 USD,4233.96 USD
2015-03-05,31,234.56 USD,7271.22 USD
2015-03-06,28,176.59 USD,4944.52 USD
2015-03-07,43,198.60 USD,8539.93 USD
2015-03-08,50,206.65 USD,10332.50 USD
2015-03-09,40,225.52 USD,9020.60 USD
2015-03-10,38,263.00 USD,9993.92 USD
2015-03-11,41,154.93 USD,6352.06 USD
2015-03-12,34,135.25 USD,4598.63 USD
2015-03-13,16,198.34 USD,3173.39 USD
2015-03-14,18,201.49 USD,3626.89 USD
2015-03-15,56,190.53 USD,10669.77 USD
2015-03-16,31,186.21 USD,5772.37 USD
2015-03-17,31,230.16 USD,7135.10 USD
2015-03-18,36,189.00 USD,6804.12 USD
2015-03-19,50,194.49 USD,9724.28 USD
2015-03-20,46,205.68 USD,9461.37 USD
2015-03-21,30,238.20 USD,7145.89 USD
2015-03-22,45,192.69 USD,8670.98 USD
2015-03-23,42,187.08 USD,7857.31 USD
2015-03-24,24,194.64 USD,4671.46 USD
2015-03-25,43,178.19 USD,7662.20 USD
2015-03-26,45,183.15 USD,8241.86 USD
2015-03-27,34,228.15 USD,7757.12 USD
2015-03-28,27,273.72 USD,7390.40 USD
2015-03-29,50,164.84 USD,8241.85 USD
2015-03-30,34,272.25 USD,9256.56 USD
2015-03-31,36,179.33 USD,6455.85 USD
2015-04-01,28,211.80 USD,5930.32 USD
2015-04-02,35,141.95 USD,4968.14 USD
2015-04-03,43,201.22 USD,8652.44 USD
2015-04-04,42,243.71 USD,10235.69 USD
2015-04-05,50,205.21 USD,10260.52 USD
2015-04-06,59,295.11 USD,17411.29 USD
2015-04-07,31,275.15 USD,8529.53 USD
2015-04-08,37,168.14 USD,6221.24 USD
2015-04-09,28,212.64 USD,5953.79 USD
2015-04-10,34,195.54 USD,6648.51 USD
2015-04-11,24,180.28 USD,4326.80 USD
2015-04-12,46,146.23 USD,6726.39 USD
2015-04-13,57,184.08 USD,10492.36 USD
2015-04-14,42,193.69 USD,8135.06 USD
2015-04-15,24,187.79 USD,4506.91 USD
2015-04-16,51,163.41 USD,8333.99 USD
2015-04-17,23,194.48 USD,4473.15 USD
2015-04-18,45,176.85 USD,7958.47 USD
2015-04-19,32,164.07 USD,5250.29 USD
2015-04-20,42,231.30 USD,9714.60 USD
2015-04-21,27,150.02 USD,4050.58 USD
2015-04-22,31,179.45 USD,5562.99 USD
2015-04-23,26,213.70 USD,5556.16 USD
2015-04-24,30,196.58 USD,5897.49 USD
2015-04-25,39,225.25 USD,8784.69 USD
2015-04-26,43,209.75 USD,9019.43 USD
2015-04-27,35,192.76 USD,6746.54 USD
2015-04-28,29,237.80 USD,6896.20 USD
2015-04-29,31,188.72 USD,5850.20 USD
2015-04-30,14,189.50 USD,2653.01 USD
2015-05-01,26,273.98 USD,7123.54 USD
2015-05-02,38,154.29 USD,5862.84 USD
2015-05-03,35,309.27 USD,10824.37 USD
