This file was downloaded on February 17 2018 5:14:28 AM UTC-08:00
Keywords,furniture
Date Range,2015-04-15 - 2018-02-14
Buyer Country: ,AU
Category: ,Furniture Sets
Product Condition: ,New
Listing Format: ,FixedPrice,StoresFixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-04-15,22,263.75 USD,5802.55 USD
2015-04-16,10,413.31 USD,4133.11 USD
2015-04-17,9,327.64 USD,2948.75 USD
2015-04-18,9,294.00 USD,2645.98 USD
2015-04-19,21,262.15 USD,5505.17 USD
2015-04-20,15,266.87 USD,4003.06 USD
2015-04-21,8,216.92 USD,1735.37 USD
2015-04-22,7,477.23 USD,3340.60 USD
2015-04-23,16,305.71 USD,4891.41 USD
2015-04-24,11,248.45 USD,2732.98 USD
2015-04-25,18,267.67 USD,4818.10 USD
2015-04-26,18,389.39 USD,7008.98 USD
2015-04-27,12,378.69 USD,4544.30 USD
2015-04-28,8,257.43 USD,2059.40 USD
2015-04-29,12,339.57 USD,4074.81 USD
2015-04-30,10,403.14 USD,4031.37 USD
2015-05-01,8,309.88 USD,2479.01 USD
2015-05-02,12,204.50 USD,2453.99 USD
2015-05-03,11,312.17 USD,3433.91 USD
2015-05-04,18,417.66 USD,7517.88 USD
2015-05-05,11,410.98 USD,4520.81 USD
2015-05-06,18,388.47 USD,6992.38 USD
2015-05-07,4,298.86 USD,1195.43 USD
2015-05-08,13,331.57 USD,4310.42 USD
2015-05-09,25,287.27 USD,7181.78 USD
2015-05-10,15,316.21 USD,4743.09 USD
2015-05-11,16,257.58 USD,4121.24 USD
2015-05-12,15,180.95 USD,2714.28 USD
2015-05-13,10,314.86 USD,3148.64 USD
2015-05-14,7,335.84 USD,2350.85 USD
2015-05-15,12,350.96 USD,4211.57 USD
2015-05-16,16,196.39 USD,3142.17 USD
2015-05-17,20,318.39 USD,6367.80 USD
2015-05-18,16,209.89 USD,3358.29 USD
2015-05-19,18,234.26 USD,4216.74 USD
2015-05-20,15,285.65 USD,4284.72 USD
2015-05-21,10,407.70 USD,4076.97 USD
2015-05-22,8,354.56 USD,2836.44 USD
2015-05-23,15,289.98 USD,4349.70 USD
2015-05-24,12,376.38 USD,4516.56 USD
2015-05-25,20,354.42 USD,7088.33 USD
2015-05-26,14,348.53 USD,4879.44 USD
2015-05-27,9,256.00 USD,2303.98 USD
2015-05-28,13,285.74 USD,3714.57 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,10,229.16 USD,2291.60 USD
2015-05-31,14,327.76 USD,4588.66 USD
2015-06-01,8,446.35 USD,3570.81 USD
2015-06-02,14,292.01 USD,4088.17 USD
2015-06-03,12,462.30 USD,5547.58 USD
2015-06-04,16,271.80 USD,4348.82 USD
2015-06-05,6,341.75 USD,2050.51 USD
2015-06-06,20,332.16 USD,6643.18 USD
2015-06-07,17,306.34 USD,5207.86 USD
2015-06-08,12,404.01 USD,4848.14 USD
2015-06-09,10,462.72 USD,4627.17 USD
2015-06-10,14,335.42 USD,4695.90 USD
2015-06-11,13,532.37 USD,6920.82 USD
2015-06-12,7,349.34 USD,2445.38 USD
2015-06-13,12,417.35 USD,5008.18 USD
2015-06-14,16,372.88 USD,5966.13 USD
2015-06-15,14,192.70 USD,2697.82 USD
2015-06-16,8,367.05 USD,2936.40 USD
2015-06-17,12,274.36 USD,3292.37 USD
2015-06-18,10,299.22 USD,2992.17 USD
2015-06-19,11,297.42 USD,3271.63 USD
2015-06-20,21,333.25 USD,6998.20 USD
2015-06-21,16,398.36 USD,6373.78 USD
2015-06-22,15,485.28 USD,7279.13 USD
2015-06-23,15,414.49 USD,6217.35 USD
2015-06-24,10,344.17 USD,3441.72 USD
2015-06-25,14,341.88 USD,4786.25 USD
2015-06-26,16,419.31 USD,6708.97 USD
2015-06-27,20,293.39 USD,5867.83 USD
2015-06-28,21,308.66 USD,6481.76 USD
2015-06-29,29,566.21 USD,16419.97 USD
2015-06-30,17,406.58 USD,6911.92 USD
2015-07-01,13,328.23 USD,4266.93 USD
2015-07-02,16,416.28 USD,6660.46 USD
2015-07-03,43,469.23 USD,20176.90 USD
2015-07-04,14,504.23 USD,7059.16 USD
2015-07-05,30,284.23 USD,8526.85 USD
2015-07-06,21,350.98 USD,7370.55 USD
2015-07-07,19,369.81 USD,7026.30 USD
2015-07-08,14,406.40 USD,5689.53 USD
2015-07-09,16,321.37 USD,5141.98 USD
