This file was downloaded on February 17 2018 5:13:21 AM UTC-08:00
Keywords,chairs
Date Range,2015-04-15 - 2018-02-14
Buyer Country: ,AU
Category: ,Chairs
Product Condition: ,New
Listing Format: ,FixedPrice,StoresFixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-04-15,38,94.56 USD,3593.25 USD
2015-04-16,20,101.49 USD,2029.80 USD
2015-04-17,36,135.94 USD,4893.66 USD
2015-04-18,26,142.67 USD,3709.52 USD
2015-04-19,46,87.52 USD,4025.87 USD
2015-04-20,42,107.81 USD,4528.18 USD
2015-04-21,19,119.50 USD,2270.45 USD
2015-04-22,26,113.76 USD,2957.77 USD
2015-04-23,52,98.49 USD,5121.40 USD
2015-04-24,23,138.11 USD,3176.55 USD
2015-04-25,26,114.20 USD,2969.26 USD
2015-04-26,37,104.79 USD,3877.28 USD
2015-04-27,50,95.18 USD,4759.08 USD
2015-04-28,35,113.39 USD,3968.81 USD
2015-04-29,42,108.63 USD,4562.42 USD
2015-04-30,36,70.55 USD,2539.67 USD
2015-05-01,19,126.43 USD,2402.14 USD
2015-05-02,29,115.18 USD,3340.31 USD
2015-05-03,54,121.91 USD,6583.16 USD
2015-05-04,20,95.86 USD,1917.10 USD
2015-05-05,25,130.37 USD,3259.20 USD
2015-05-06,34,72.87 USD,2477.55 USD
2015-05-07,27,151.27 USD,4084.20 USD
2015-05-08,33,90.83 USD,2997.34 USD
2015-05-09,22,77.90 USD,1713.78 USD
2015-05-10,33,137.95 USD,4552.37 USD
2015-05-11,50,116.99 USD,5849.52 USD
2015-05-12,54,93.94 USD,5072.55 USD
2015-05-13,55,118.59 USD,6522.62 USD
2015-05-14,30,132.19 USD,3965.76 USD
2015-05-15,37,104.67 USD,3872.81 USD
2015-05-16,27,69.24 USD,1869.49 USD
2015-05-17,50,92.75 USD,4637.57 USD
2015-05-18,30,145.09 USD,4352.56 USD
2015-05-19,43,104.84 USD,4507.97 USD
2015-05-20,42,119.09 USD,5001.74 USD
2015-05-21,22,130.33 USD,2867.35 USD
2015-05-22,48,98.88 USD,4746.00 USD
2015-05-23,35,101.98 USD,3569.26 USD
2015-05-24,55,106.29 USD,5845.82 USD
2015-05-25,64,89.77 USD,5745.48 USD
2015-05-26,31,123.87 USD,3840.05 USD
2015-05-27,50,96.47 USD,4823.73 USD
2015-05-28,28,110.82 USD,3103.09 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,19,97.87 USD,1859.48 USD
2015-05-31,53,96.24 USD,5100.50 USD
2015-06-01,21,111.07 USD,2332.43 USD
2015-06-02,28,122.76 USD,3437.29 USD
2015-06-03,42,69.97 USD,2938.85 USD
2015-06-04,16,102.85 USD,1645.59 USD
2015-06-05,39,105.88 USD,4129.19 USD
2015-06-06,23,151.37 USD,3481.61 USD
2015-06-07,19,154.09 USD,2927.73 USD
2015-06-08,40,132.98 USD,5319.21 USD
2015-06-09,26,131.68 USD,3423.74 USD
2015-06-10,30,90.00 USD,2700.05 USD
2015-06-11,26,94.37 USD,2453.70 USD
2015-06-12,25,137.64 USD,3440.95 USD
2015-06-13,28,99.22 USD,2778.25 USD
2015-06-14,42,105.74 USD,4441.21 USD
2015-06-15,35,108.50 USD,3797.45 USD
2015-06-16,50,102.62 USD,5130.80 USD
2015-06-17,32,137.18 USD,4389.82 USD
2015-06-18,28,107.71 USD,3015.82 USD
2015-06-19,17,125.61 USD,2135.37 USD
2015-06-20,36,105.70 USD,3805.08 USD
2015-06-21,51,80.15 USD,4087.86 USD
2015-06-22,34,97.83 USD,3326.12 USD
2015-06-23,33,80.77 USD,2665.27 USD
2015-06-24,29,176.68 USD,5123.76 USD
2015-06-25,33,135.24 USD,4462.97 USD
2015-06-26,22,79.69 USD,1753.24 USD
2015-06-27,24,148.88 USD,3573.11 USD
2015-06-28,86,84.91 USD,7302.38 USD
2015-06-29,73,106.42 USD,7768.78 USD
2015-06-30,65,107.43 USD,6983.02 USD
2015-07-01,55,99.40 USD,5467.21 USD
2015-07-02,53,114.11 USD,6047.86 USD
2015-07-03,18,89.97 USD,1619.54 USD
2015-07-04,20,143.17 USD,2863.36 USD
2015-07-05,17,112.17 USD,1906.86 USD
2015-07-06,27,147.92 USD,3993.88 USD
2015-07-07,38,124.43 USD,4728.31 USD
2015-07-08,54,129.07 USD,6969.67 USD
2015-07-09,18,131.02 USD,2358.43 USD
2015-07-10,33,111.25 USD,3671.26 USD
2015-07-11,49,84.03 USD,4117.58 USD
2015-07-12,26,75.11 USD,1952.93 USD
2015-07-13,35,118.58 USD,4150.46 USD
2015-07-14,46,86.73 USD,3989.69 USD
2015-07-15,29,106.99 USD,3102.75 USD
2015-07-16,37,72.82 USD,2694.29 USD
2015-07-17,27,92.49 USD,2497.35 USD
2015-07-18,33,106.29 USD,3507.43 USD
2015-07-19,44,149.76 USD,6589.41 USD
2015-07-20,33,135.26 USD,4463.67 USD
2015-07-21,59,59.29 USD,3498.35 USD
2015-07-22,36,109.05 USD,3925.97 USD
2015-07-23,24,124.72 USD,2993.22 USD
2015-07-24,45,74.93 USD,3371.85 USD
2015-07-25,26,95.58 USD,2484.98 USD
2015-07-26,51,125.03 USD,6376.78 USD
2015-07-27,38,105.95 USD,4026.21 USD
2015-07-28,46,85.62 USD,3938.65 USD
2015-07-29,74,115.42 USD,8541.26 USD
2015-07-30,27,114.38 USD,3088.18 USD
2015-07-31,28,106.63 USD,2985.67 USD
2015-08-01,28,102.72 USD,2876.21 USD
