This file was downloaded on February 22 2018 5:23:34 AM UTC-08:00
Keywords,fridge 
Date Range,2015-02-20 - 2018-02-20
Buyer Country: ,AU
Category: ,Refrigerators
Product Condition: ,New
Listing Format: ,StoresFixedPrice,FixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-02-20,1,70.48 USD,70.48 USD
2015-02-21,12,36.87 USD,442.47 USD
2015-02-22,7,105.71 USD,739.99 USD
2015-02-23,7,371.17 USD,2598.21 USD
2015-02-24,17,282.74 USD,4806.55 USD
2015-02-25,12,116.79 USD,1401.44 USD
2015-02-26,12,131.74 USD,1580.82 USD
2015-02-27,11,314.29 USD,3457.18 USD
2015-02-28,9,30.92 USD,278.25 USD
2015-03-01,9,23.90 USD,215.06 USD
2015-03-02,11,58.28 USD,641.12 USD
2015-03-03,13,80.17 USD,1042.20 USD
2015-03-04,9,121.02 USD,1089.22 USD
2015-03-05,32,729.26 USD,23336.37 USD
2015-03-06,41,698.49 USD,28637.90 USD
2015-03-07,40,615.37 USD,24614.94 USD
2015-03-08,60,803.59 USD,48215.51 USD
2015-03-09,47,820.17 USD,38547.94 USD
2015-03-10,13,97.06 USD,1261.76 USD
2015-03-11,6,349.80 USD,2098.78 USD
2015-03-12,11,26.65 USD,293.20 USD
2015-03-13,7,244.67 USD,1712.69 USD
2015-03-14,7,23.16 USD,162.14 USD
2015-03-15,9,193.87 USD,1744.84 USD
2015-03-16,12,32.54 USD,390.49 USD
2015-03-17,10,19.09 USD,190.87 USD
2015-03-18,11,116.02 USD,1276.21 USD
2015-03-19,8,274.37 USD,2194.97 USD
2015-03-20,5,227.48 USD,1137.41 USD
2015-03-21,9,95.06 USD,855.52 USD
2015-03-22,13,133.50 USD,1735.53 USD
2015-03-23,19,157.85 USD,2999.14 USD
2015-03-24,8,252.96 USD,2023.71 USD
2015-03-25,10,265.71 USD,2657.14 USD
2015-03-26,4,27.89 USD,111.54 USD
2015-03-27,14,566.92 USD,7936.89 USD
2015-03-28,91,1038.54 USD,94507.20 USD
2015-03-29,62,983.12 USD,60953.49 USD
2015-03-30,55,956.83 USD,52625.81 USD
2015-03-31,70,877.68 USD,61437.75 USD
2015-04-01,81,997.48 USD,80796.00 USD
2015-04-02,67,1068.59 USD,71595.59 USD
2015-04-03,8,223.99 USD,1791.91 USD
2015-04-04,8,200.21 USD,1601.70 USD
2015-04-05,5,78.42 USD,392.09 USD
2015-04-06,8,79.27 USD,634.19 USD
2015-04-07,15,60.52 USD,907.84 USD
2015-04-08,11,161.99 USD,1781.84 USD
2015-04-09,7,131.30 USD,919.09 USD
2015-04-10,3,180.39 USD,541.16 USD
2015-04-11,6,127.26 USD,763.55 USD
2015-04-12,11,125.70 USD,1382.66 USD
2015-04-13,5,427.73 USD,2138.63 USD
2015-04-14,14,209.02 USD,2926.34 USD
2015-04-15,9,119.37 USD,1074.30 USD
2015-04-16,17,228.16 USD,3878.74 USD
2015-04-17,7,95.29 USD,667.04 USD
2015-04-18,7,166.81 USD,1167.64 USD
2015-04-19,13,59.47 USD,773.08 USD
2015-04-20,4,343.22 USD,1372.89 USD
2015-04-21,11,93.83 USD,1032.14 USD
2015-04-22,10,263.43 USD,2634.33 USD
2015-04-23,5,99.49 USD,497.44 USD
2015-04-24,12,107.32 USD,1287.80 USD
2015-04-25,7,86.45 USD,605.12 USD
2015-04-26,17,21.26 USD,361.46 USD
2015-04-27,14,148.98 USD,2085.67 USD
2015-04-28,15,100.69 USD,1510.32 USD
2015-04-29,11,114.08 USD,1254.91 USD
2015-04-30,10,46.22 USD,462.20 USD
2015-05-01,11,134.37 USD,1478.03 USD
2015-05-02,14,172.25 USD,2411.48 USD
2015-05-03,14,114.38 USD,1601.35 USD
2015-05-04,20,83.20 USD,1663.99 USD
2015-05-05,14,161.59 USD,2262.27 USD
2015-05-06,15,37.53 USD,563.01 USD
2015-05-07,7,44.21 USD,309.47 USD
2015-05-08,13,113.67 USD,1477.75 USD
2015-05-09,9,112.30 USD,1010.66 USD
2015-05-10,10,124.47 USD,1244.69 USD
2015-05-11,12,98.03 USD,1176.30 USD
2015-05-12,7,214.04 USD,1498.31 USD
2015-05-13,4,47.67 USD,190.66 USD
2015-05-14,7,92.14 USD,644.95 USD
2015-05-15,12,112.64 USD,1351.73 USD
2015-05-16,6,49.18 USD,295.08 USD
2015-05-17,12,44.59 USD,535.06 USD
2015-05-18,11,99.49 USD,1094.36 USD
2015-05-19,12,237.30 USD,2847.58 USD
2015-05-20,22,336.43 USD,7401.47 USD
2015-05-21,11,145.85 USD,1604.35 USD
2015-05-22,8,231.98 USD,1855.81 USD
2015-05-23,16,98.15 USD,1570.34 USD
2015-05-24,10,121.36 USD,1213.64 USD
2015-05-25,8,67.57 USD,540.58 USD
2015-05-26,8,252.11 USD,2016.89 USD
2015-05-27,8,164.02 USD,1312.15 USD
2015-05-28,8,244.41 USD,1955.25 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,4,79.32 USD,317.28 USD
2015-05-31,8,51.57 USD,412.57 USD
2015-06-01,9,35.42 USD,318.77 USD
2015-06-02,13,119.42 USD,1552.46 USD
2015-06-03,10,91.41 USD,914.06 USD
2015-06-04,4,184.55 USD,738.21 USD
2015-06-05,6,17.12 USD,102.72 USD
2015-06-06,3,40.42 USD,121.26 USD
2015-06-07,6,100.15 USD,600.92 USD
2015-06-08,7,206.56 USD,1445.94 USD
2015-06-09,17,54.42 USD,925.20 USD
2015-06-10,6,149.58 USD,897.47 USD
2015-06-11,6,83.86 USD,503.17 USD
2015-06-12,4,17.15 USD,68.60 USD
2015-06-13,12,20.27 USD,243.26 USD
2015-06-14,10,178.96 USD,1789.56 USD
2015-06-15,14,154.78 USD,2166.86 USD
2015-06-16,9,24.41 USD,219.71 USD
2015-06-17,15,214.54 USD,3218.07 USD
