This file was downloaded on March 13 2018 5:31:34 PM UTC-07:00
Keywords,couch
Date Range,2015-03-12 - 2018-03-11
Buyer Country: ,AU
Category: ,Sofas & Couches
Product Condition: ,New
Listing Format: ,StoresFixedPrice
Seller Country: ,AU
Site: ,ebay.com.au
Transaction Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-03-12,6,159.84 USD,959.03 USD
2015-03-13,4,369.45 USD,1477.81 USD
2015-03-14,8,133.57 USD,1068.57 USD
2015-03-15,11,185.52 USD,2040.75 USD
2015-03-16,1,373.11 USD,373.11 USD
2015-03-17,5,235.64 USD,1178.20 USD
2015-03-18,9,254.53 USD,2290.80 USD
2015-03-19,16,142.83 USD,2285.24 USD
2015-03-20,3,335.09 USD,1005.26 USD
2015-03-21,6,562.12 USD,3372.70 USD
2015-03-22,9,323.12 USD,2908.10 USD
2015-03-23,7,225.74 USD,1580.17 USD
2015-03-24,9,196.16 USD,1765.47 USD
2015-03-25,13,224.12 USD,2913.53 USD
2015-03-26,10,225.66 USD,2256.63 USD
2015-03-27,3,432.93 USD,1298.80 USD
2015-03-28,9,193.56 USD,1742.06 USD
2015-03-29,17,194.02 USD,3298.34 USD
2015-03-30,4,353.30 USD,1413.19 USD
2015-03-31,8,142.61 USD,1140.88 USD
2015-04-01,8,261.65 USD,2093.22 USD
2015-04-02,2,356.57 USD,713.14 USD
2015-04-03,9,219.31 USD,1973.80 USD
2015-04-04,15,158.63 USD,2379.38 USD
2015-04-05,8,289.53 USD,2316.26 USD
2015-04-06,19,401.30 USD,7624.61 USD
2015-04-07,6,374.77 USD,2248.60 USD
2015-04-08,12,212.24 USD,2546.91 USD
2015-04-09,5,308.36 USD,1541.82 USD
2015-04-10,11,293.50 USD,3228.52 USD
2015-04-11,12,185.42 USD,2225.03 USD
2015-04-12,3,52.21 USD,156.63 USD
2015-04-13,16,241.70 USD,3867.16 USD
2015-04-14,16,187.19 USD,2994.97 USD
2015-04-15,11,225.17 USD,2476.82 USD
2015-04-16,15,177.92 USD,2668.87 USD
2015-04-17,5,284.86 USD,1424.32 USD
2015-04-18,14,196.01 USD,2744.15 USD
2015-04-19,3,46.85 USD,140.55 USD
2015-04-20,16,302.55 USD,4840.79 USD
2015-04-21,7,187.84 USD,1314.85 USD
2015-04-22,6,197.10 USD,1182.58 USD
2015-04-23,13,252.74 USD,3285.57 USD
2015-04-24,4,363.52 USD,1454.08 USD
2015-04-25,14,326.81 USD,4575.31 USD
2015-04-26,14,193.15 USD,2704.12 USD
2015-04-27,4,298.87 USD,1195.46 USD
2015-04-28,5,170.05 USD,850.23 USD
2015-04-29,6,234.88 USD,1409.29 USD
2015-04-30,1,281.94 USD,281.94 USD
2015-05-01,14,283.21 USD,3964.92 USD
2015-05-02,8,220.44 USD,1763.55 USD
2015-05-03,10,588.32 USD,5883.24 USD
2015-05-04,12,172.04 USD,2064.42 USD
2015-05-05,9,447.66 USD,4028.92 USD
2015-05-06,9,401.97 USD,3617.69 USD
2015-05-07,4,142.91 USD,571.62 USD
2015-05-08,4,240.89 USD,963.55 USD
2015-05-09,15,171.33 USD,2569.93 USD
2015-05-10,10,326.80 USD,3268.03 USD
2015-05-11,19,308.29 USD,5857.54 USD
2015-05-12,8,129.73 USD,1037.84 USD
2015-05-13,4,96.78 USD,387.10 USD
2015-05-14,6,454.56 USD,2727.38 USD
2015-05-15,9,288.18 USD,2593.58 USD
2015-05-16,11,114.15 USD,1255.64 USD
2015-05-17,19,340.47 USD,6468.86 USD
2015-05-18,9,91.56 USD,824.05 USD
2015-05-19,13,127.21 USD,1653.77 USD
2015-05-20,5,250.56 USD,1252.79 USD
2015-05-21,9,126.85 USD,1141.68 USD
2015-05-22,10,489.87 USD,4898.68 USD
2015-05-23,11,133.80 USD,1471.83 USD
2015-05-24,21,188.09 USD,3949.84 USD
2015-05-25,12,227.53 USD,2730.37 USD
2015-05-26,6,231.47 USD,1388.82 USD
2015-05-27,7,291.30 USD,2039.11 USD
2015-05-28,13,169.39 USD,2202.04 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,16,199.74 USD,3195.83 USD
2015-05-31,8,133.38 USD,1067.00 USD
2015-06-01,10,151.32 USD,1513.24 USD
2015-06-02,11,59.95 USD,659.40 USD
2015-06-03,12,267.46 USD,3209.57 USD
2015-06-04,4,302.96 USD,1211.84 USD
2015-06-05,6,51.18 USD,307.05 USD
2015-06-06,10,152.25 USD,1522.48 USD
2015-06-07,12,198.30 USD,2379.65 USD
2015-06-08,16,222.77 USD,3564.25 USD
2015-06-09,16,79.85 USD,1277.55 USD
2015-06-10,8,223.52 USD,1788.15 USD
