This file was downloaded on March 20 2018 4:09:40 AM UTC-07:00
Keywords,shoes
Date Range,2015-03-19 - 2018-03-12
Site: ,ebay.com.au
Product Condition: ,New
Listing Format: ,FixedPrice,StoresFixedPrice
Buyer Country: ,AU
Seller Country: ,AU
Transaction Site: ,ebay.com.au
Category: ,Men's Shoes

Date,Items Sold,Average Selling Price,Total Sales
2015-03-19,277,71.43 USD,19787.28 USD
2015-03-20,212,62.16 USD,13177.18 USD
2015-03-21,283,68.76 USD,19458.05 USD
2015-03-22,165,59.00 USD,9735.82 USD
2015-03-23,280,62.13 USD,17396.42 USD
2015-03-24,208,59.98 USD,12475.92 USD
2015-03-25,252,61.19 USD,15419.36 USD
2015-03-26,184,61.36 USD,11290.37 USD
2015-03-27,217,64.15 USD,13920.89 USD
2015-03-28,212,62.66 USD,13283.98 USD
2015-03-29,235,65.56 USD,15407.27 USD
2015-03-30,224,63.76 USD,14282.11 USD
2015-03-31,215,57.63 USD,12390.03 USD
2015-04-01,213,68.26 USD,14539.33 USD
2015-04-02,191,59.73 USD,11408.44 USD
2015-04-03,196,62.61 USD,12271.10 USD
2015-04-04,181,65.17 USD,11795.24 USD
2015-04-05,233,59.05 USD,13758.08 USD
2015-04-06,227,60.81 USD,13803.12 USD
2015-04-07,239,67.43 USD,16115.94 USD
2015-04-08,223,63.69 USD,14202.65 USD
2015-04-09,204,63.41 USD,12935.97 USD
2015-04-10,236,62.40 USD,14726.58 USD
2015-04-11,228,61.24 USD,13963.17 USD
2015-04-12,250,67.00 USD,16750.93 USD
2015-04-13,228,67.51 USD,15393.02 USD
2015-04-14,346,56.60 USD,19581.88 USD
2015-04-15,112,58.17 USD,6514.50 USD
2015-04-16,204,62.35 USD,12719.46 USD
2015-04-17,267,66.18 USD,17670.97 USD
2015-04-18,203,62.86 USD,12761.46 USD
2015-04-19,194,66.65 USD,12930.84 USD
2015-04-20,259,62.59 USD,16210.80 USD
2015-04-21,256,67.47 USD,17273.52 USD
2015-04-22,203,64.18 USD,13028.39 USD
2015-04-23,252,66.59 USD,16781.49 USD
2015-04-24,214,63.04 USD,13489.78 USD
2015-04-25,251,64.97 USD,16308.58 USD
2015-04-26,237,69.02 USD,16357.34 USD
2015-04-27,222,66.22 USD,14700.09 USD
2015-04-28,218,69.09 USD,15061.71 USD
2015-04-29,240,68.09 USD,16340.73 USD
2015-04-30,210,69.91 USD,14681.80 USD
2015-05-01,225,63.99 USD,14398.75 USD
2015-05-02,226,63.26 USD,14296.97 USD
2015-05-03,234,66.71 USD,15610.21 USD
2015-05-04,215,65.17 USD,14011.81 USD
2015-05-05,208,65.47 USD,13618.32 USD
2015-05-06,243,61.26 USD,14887.30 USD
2015-05-07,258,71.30 USD,18396.58 USD
2015-05-08,217,68.33 USD,14827.60 USD
2015-05-09,223,68.80 USD,15343.49 USD
2015-05-10,242,66.49 USD,16090.97 USD
2015-05-11,213,63.20 USD,13461.77 USD
2015-05-12,269,58.74 USD,15802.29 USD
2015-05-13,207,58.35 USD,12078.43 USD
2015-05-14,250,64.12 USD,16029.22 USD
2015-05-15,259,63.31 USD,16398.11 USD
2015-05-16,222,68.31 USD,15164.58 USD
2015-05-17,212,65.21 USD,13824.11 USD
2015-05-18,257,64.65 USD,16616.03 USD
2015-05-19,230,65.09 USD,14970.87 USD
2015-05-20,217,61.83 USD,13416.78 USD
2015-05-21,237,69.03 USD,16359.91 USD
2015-05-22,221,62.14 USD,13732.32 USD
2015-05-23,256,60.72 USD,15544.69 USD
2015-05-24,244,61.78 USD,15074.20 USD
2015-05-25,212,62.72 USD,13295.65 USD
2015-05-26,209,61.34 USD,12820.49 USD
2015-05-27,221,64.44 USD,14242.32 USD
2015-05-28,307,43.10 USD,13231.32 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,252,62.61 USD,15776.87 USD
2015-05-31,144,64.47 USD,9283.82 USD
2015-06-01,307,59.58 USD,18291.07 USD
2015-06-02,220,60.99 USD,13416.91 USD
2015-06-03,227,64.92 USD,14737.32 USD
2015-06-04,238,56.71 USD,13498.05 USD
2015-06-05,215,57.65 USD,12395.50 USD
2015-06-06,194,62.68 USD,12160.38 USD
2015-06-07,197,58.57 USD,11537.32 USD
2015-06-08,251,61.50 USD,15436.92 USD
2015-06-09,231,56.93 USD,13150.55 USD
2015-06-10,238,59.28 USD,14108.96 USD
2015-06-11,213,68.51 USD,14592.76 USD
2015-06-12,238,63.70 USD,15160.61 USD
2015-06-13,257,65.58 USD,16852.82 USD
2015-06-14,217,64.40 USD,13974.46 USD
2015-06-15,203,62.71 USD,12729.42 USD
2015-06-16,273,62.79 USD,17140.53 USD
2015-06-17,219,64.47 USD,14118.73 USD
2015-06-18,260,62.85 USD,16339.99 USD
2015-06-19,228,62.99 USD,14361.21 USD
2015-06-20,240,60.24 USD,14456.62 USD
2015-06-21,227,62.44 USD,14174.60 USD
2015-06-22,254,69.53 USD,17660.65 USD
2015-06-23,194,59.51 USD,11544.36 USD
2015-06-24,246,62.75 USD,15436.70 USD
2015-06-25,203,61.66 USD,12516.33 USD
2015-06-26,208,67.29 USD,13995.91 USD
2015-06-27,239,63.49 USD,15174.02 USD
2015-06-28,212,62.01 USD,13145.57 USD
2015-06-29,256,64.39 USD,16484.92 USD
2015-06-30,238,63.18 USD,15037.75 USD
2015-07-01,197,61.05 USD,12025.97 USD
2015-07-02,242,60.69 USD,14687.80 USD
2015-07-03,239,62.78 USD,15004.45 USD
2015-07-04,228,50.34 USD,11476.88 USD
2015-07-05,235,57.32 USD,13469.29 USD
2015-07-06,234,61.79 USD,14459.30 USD
2015-07-07,226,61.91 USD,13991.10 USD
2015-07-08,247,58.94 USD,14559.25 USD
2015-07-09,220,62.57 USD,13766.45 USD
2015-07-10,227,61.62 USD,13988.87 USD
2015-07-11,256,53.81 USD,13774.79 USD
2015-07-12,250,60.27 USD,15067.49 USD
2015-07-13,230,60.00 USD,13800.64 USD
2015-07-14,217,58.52 USD,12698.66 USD
2015-07-15,210,62.32 USD,13087.52 USD
2015-07-16,267,57.37 USD,15318.84 USD
2015-07-17,215,62.24 USD,13381.91 USD
2015-07-18,274,61.43 USD,16831.92 USD
2015-07-19,210,62.53 USD,13131.80 USD
2015-07-20,230,59.55 USD,13697.34 USD
2015-07-21,195,59.14 USD,11531.62 USD
2015-07-22,267,61.39 USD,16392.45 USD
2015-07-23,221,62.30 USD,13768.78 USD
2015-07-24,223,59.99 USD,13378.47 USD
2015-07-25,257,58.49 USD,15030.94 USD
2015-07-26,211,61.93 USD,13067.00 USD
2015-07-27,238,60.23 USD,14334.66 USD
2015-07-28,239,65.11 USD,15560.40 USD
2015-07-29,226,61.75 USD,13956.22 USD
2015-07-30,241,67.24 USD,16204.71 USD
2015-07-31,210,59.51 USD,12497.10 USD
2015-08-01,219,63.33 USD,13868.25 USD
2015-08-02,238,60.16 USD,14317.89 USD
2015-08-03,223,60.95 USD,13592.32 USD
2015-08-04,220,60.45 USD,13299.61 USD
2015-08-05,236,61.84 USD,14594.11 USD
2015-08-06,232,60.53 USD,14042.53 USD
2015-08-07,254,57.68 USD,14650.86 USD
2015-08-08,213,63.60 USD,13545.87 USD
2015-08-09,236,56.61 USD,13361.13 USD
2015-08-10,199,64.45 USD,12826.08 USD
2015-08-11,249,60.82 USD,15143.18 USD
2015-08-12,224,59.30 USD,13283.75 USD
2015-08-13,219,57.02 USD,12487.96 USD
2015-08-14,238,57.82 USD,13760.48 USD
2015-08-15,252,67.00 USD,16883.08 USD
2015-08-16,225,61.21 USD,13772.76 USD
2015-08-17,225,64.54 USD,14522.50 USD
2015-08-18,230,62.76 USD,14434.03 USD
2015-08-19,245,65.10 USD,15950.69 USD
2015-08-20,213,58.55 USD,12470.58 USD
2015-08-21,218,64.37 USD,14032.79 USD
2015-08-22,226,60.64 USD,13703.95 USD
2015-08-23,233,61.33 USD,14289.46 USD
2015-08-24,240,63.67 USD,15281.19 USD
2015-08-25,168,55.53 USD,9328.50 USD
2015-08-26,260,62.61 USD,16277.52 USD
2015-08-27,249,58.76 USD,14630.43 USD
2015-08-28,228,57.69 USD,13152.66 USD
2015-08-29,254,55.09 USD,13992.26 USD
2015-08-30,217,56.21 USD,12196.71 USD
2015-08-31,167,58.50 USD,9769.68 USD
2015-09-01,275,55.24 USD,15191.98 USD
2015-09-02,256,64.33 USD,16468.78 USD
2015-09-03,234,57.22 USD,13390.64 USD
2015-09-04,222,64.13 USD,14236.39 USD
2015-09-05,212,62.15 USD,13175.07 USD
2015-09-06,247,65.17 USD,16097.18 USD
2015-09-07,202,57.83 USD,11682.12 USD
2015-09-08,238,60.49 USD,14395.80 USD
2015-09-09,243,58.12 USD,14123.86 USD
2015-09-10,204,57.15 USD,11659.35 USD
2015-09-11,205,54.65 USD,11203.15 USD
2015-09-12,210,57.56 USD,12088.42 USD
2015-09-13,250,51.55 USD,12888.15 USD
2015-09-14,0,0.00 USD,0.00 USD
2015-09-15,0,0.00 USD,0.00 USD
2015-09-16,0,0.00 USD,0.00 USD
2015-09-17,0,0.00 USD,0.00 USD
2015-09-18,0,0.00 USD,0.00 USD
2015-09-19,0,0.00 USD,0.00 USD
2015-09-20,0,0.00 USD,0.00 USD
2015-09-21,0,0.00 USD,0.00 USD
2015-09-22,0,0.00 USD,0.00 USD
2015-09-23,0,0.00 USD,0.00 USD
2015-09-24,0,0.00 USD,0.00 USD
2015-09-25,0,0.00 USD,0.00 USD
2015-09-26,0,0.00 USD,0.00 USD
2015-09-27,0,0.00 USD,0.00 USD
2015-09-28,0,0.00 USD,0.00 USD
2015-09-29,0,0.00 USD,0.00 USD
2015-09-30,0,0.00 USD,0.00 USD
2015-10-01,0,0.00 USD,0.00 USD
2015-10-02,0,0.00 USD,0.00 USD
2015-10-03,0,0.00 USD,0.00 USD
2015-10-04,0,0.00 USD,0.00 USD
2015-10-05,0,0.00 USD,0.00 USD
2015-10-06,0,0.00 USD,0.00 USD
2015-10-07,0,0.00 USD,0.00 USD
2015-10-08,0,0.00 USD,0.00 USD
2015-10-09,216,59.60 USD,12872.91 USD
2015-10-10,260,62.74 USD,16311.37 USD
2015-10-11,203,60.50 USD,12281.55 USD
2015-10-12,230,65.87 USD,15150.39 USD
2015-10-13,237,61.49 USD,14572.13 USD
2015-10-14,231,60.96 USD,14081.84 USD
2015-10-15,209,65.01 USD,13587.04 USD
2015-10-16,203,52.66 USD,10689.70 USD
2015-10-17,265,57.63 USD,15272.28 USD
2015-10-18,230,63.44 USD,14591.84 USD
2015-10-19,237,63.28 USD,14997.32 USD
2015-10-20,231,64.68 USD,14941.28 USD
2015-10-21,218,63.00 USD,13734.38 USD
2015-10-22,228,62.70 USD,14294.48 USD
2015-10-23,244,66.37 USD,16194.87 USD
2015-10-24,266,61.87 USD,16457.53 USD
2015-10-25,224,62.88 USD,14084.47 USD
2015-10-26,196,64.57 USD,12655.79 USD
2015-10-27,195,54.16 USD,10560.53 USD
2015-10-28,285,59.16 USD,16859.21 USD
2015-10-29,201,57.51 USD,11558.71 USD
2015-10-30,227,59.79 USD,13572.91 USD
2015-10-31,246,63.80 USD,15694.83 USD
2015-11-01,258,63.92 USD,16491.58 USD
2015-11-02,165,68.32 USD,11272.58 USD
2015-11-03,247,66.57 USD,16443.57 USD
2015-11-04,264,59.84 USD,15796.90 USD
2015-11-05,218,61.68 USD,13445.27 USD
2015-11-06,256,65.71 USD,16821.71 USD
2015-11-07,227,60.09 USD,13640.40 USD
2015-11-08,288,62.18 USD,17907.90 USD
2015-11-09,197,61.07 USD,12031.21 USD
2015-11-10,234,62.01 USD,14510.19 USD
2015-11-11,221,59.07 USD,13054.32 USD
2015-11-12,225,58.89 USD,13250.68 USD
2015-11-13,271,62.40 USD,16911.15 USD
2015-11-14,92,58.18 USD,5352.20 USD
2015-11-15,251,55.32 USD,13886.01 USD
2015-11-16,331,62.36 USD,20641.53 USD
2015-11-17,231,52.71 USD,12175.06 USD
2015-11-18,229,55.40 USD,12685.66 USD
2015-11-19,197,55.99 USD,11030.27 USD
2015-11-20,253,56.11 USD,14196.71 USD
2015-11-21,266,57.77 USD,15367.69 USD
2015-11-22,233,61.29 USD,14280.47 USD
2015-11-23,218,55.17 USD,12026.12 USD
2015-11-24,235,60.65 USD,14252.59 USD
2015-11-25,173,53.71 USD,9292.61 USD
2015-11-26,280,56.51 USD,15823.56 USD
2015-11-27,252,54.49 USD,13732.11 USD
2015-11-28,226,54.60 USD,12339.82 USD
2015-11-29,249,55.93 USD,13927.37 USD
2015-11-30,193,52.19 USD,10072.90 USD
2015-12-01,169,61.70 USD,10427.21 USD
2015-12-02,319,60.06 USD,19157.76 USD
2015-12-03,212,55.60 USD,11787.82 USD
2015-12-04,270,54.82 USD,14801.41 USD
2015-12-05,165,57.04 USD,9412.06 USD
2015-12-06,287,60.55 USD,17376.68 USD
2015-12-07,145,58.02 USD,8412.84 USD
2015-12-08,317,57.59 USD,18254.75 USD
2015-12-09,250,58.57 USD,14642.88 USD
2015-12-10,222,52.52 USD,11658.62 USD
2015-12-11,247,62.83 USD,15519.74 USD
2015-12-12,213,60.82 USD,12954.98 USD
2015-12-13,221,58.05 USD,12828.48 USD
2015-12-14,242,58.55 USD,14169.37 USD
2015-12-15,141,46.68 USD,6581.37 USD
2015-12-16,348,46.33 USD,16121.42 USD
2015-12-17,178,50.39 USD,8969.04 USD
2015-12-18,235,54.94 USD,12911.62 USD
2015-12-19,186,51.71 USD,9617.39 USD
2015-12-20,247,52.53 USD,12974.30 USD
2015-12-21,200,59.97 USD,11993.47 USD
2015-12-22,174,56.21 USD,9779.76 USD
2015-12-23,167,55.79 USD,9316.34 USD
2015-12-24,117,56.99 USD,6668.15 USD
2015-12-25,207,52.96 USD,10963.17 USD
2015-12-26,235,57.55 USD,13524.04 USD
2015-12-27,227,57.98 USD,13160.74 USD
2015-12-28,201,60.67 USD,12194.91 USD
2015-12-29,282,62.11 USD,17516.24 USD
2015-12-30,207,57.34 USD,11868.67 USD
2015-12-31,168,61.79 USD,10380.97 USD
2016-01-01,242,60.12 USD,14549.46 USD
2016-01-02,173,64.72 USD,11196.26 USD
2016-01-03,284,58.58 USD,16637.55 USD
2016-01-04,247,63.19 USD,15607.67 USD
2016-01-05,152,60.79 USD,9240.15 USD
2016-01-06,305,57.10 USD,17415.44 USD
2016-01-07,250,58.07 USD,14517.51 USD
2016-01-08,220,52.24 USD,11492.43 USD
2016-01-09,222,57.72 USD,12814.25 USD
2016-01-10,196,56.95 USD,11162.97 USD
2016-01-11,290,55.07 USD,15970.05 USD
2016-01-12,241,59.66 USD,14378.39 USD
2016-01-13,198,54.53 USD,10797.73 USD
2016-01-14,263,55.86 USD,14690.05 USD
2016-01-15,226,57.30 USD,12949.48 USD
2016-01-16,219,59.46 USD,13020.69 USD
2016-01-17,182,60.05 USD,10928.60 USD
2016-01-18,316,55.40 USD,17507.72 USD
2016-01-19,225,55.35 USD,12453.44 USD
2016-01-20,235,59.84 USD,14061.87 USD
2016-01-21,211,57.87 USD,12210.91 USD
2016-01-22,250,57.14 USD,14285.59 USD
2016-01-23,203,56.12 USD,11392.48 USD
2016-01-24,228,55.41 USD,12633.80 USD
2016-01-25,237,62.29 USD,14762.19 USD
2016-01-26,242,52.56 USD,12719.23 USD
2016-01-27,215,61.32 USD,13183.22 USD
2016-01-28,251,59.54 USD,14944.37 USD
2016-01-29,205,59.72 USD,12241.60 USD
2016-01-30,156,49.95 USD,7792.52 USD
2016-01-31,347,56.13 USD,19476.23 USD
2016-02-01,170,57.05 USD,9698.09 USD
2016-02-02,275,63.72 USD,17521.76 USD
2016-02-03,227,61.12 USD,13873.84 USD
2016-02-04,203,60.16 USD,12211.80 USD
2016-02-05,190,64.59 USD,12271.73 USD
2016-02-06,199,58.85 USD,11712.11 USD
2016-02-07,249,60.49 USD,15062.09 USD
2016-02-08,192,57.41 USD,11023.49 USD
2016-02-09,218,61.32 USD,13367.00 USD
2016-02-10,244,60.20 USD,14689.33 USD
2016-02-11,217,66.38 USD,14404.26 USD
2016-02-12,208,61.58 USD,12807.60 USD
2016-02-13,215,53.63 USD,11530.73 USD
2016-02-14,230,56.38 USD,12966.26 USD
2016-02-15,212,56.86 USD,12054.23 USD
2016-02-16,267,56.37 USD,15051.69 USD
2016-02-17,220,49.78 USD,10951.31 USD
2016-02-18,194,52.79 USD,10240.69 USD
2016-02-19,189,55.91 USD,10566.66 USD
2016-02-20,234,47.81 USD,11187.32 USD
2016-02-21,192,52.62 USD,10102.65 USD
2016-02-22,250,52.02 USD,13005.24 USD
2016-02-23,224,57.50 USD,12880.92 USD
2016-02-24,250,54.43 USD,13606.73 USD
2016-02-25,206,54.98 USD,11324.86 USD
2016-02-26,182,56.89 USD,10353.97 USD
2016-02-27,247,60.97 USD,15060.07 USD
2016-02-28,215,55.02 USD,11828.41 USD
2016-02-29,225,54.94 USD,12360.55 USD
2016-03-01,196,56.40 USD,11054.65 USD
2016-03-02,279,58.53 USD,16328.85 USD
2016-03-03,213,61.20 USD,13036.50 USD
2016-03-04,186,60.24 USD,11204.59 USD
2016-03-05,243,59.01 USD,14339.39 USD
2016-03-06,209,64.49 USD,13478.27 USD
2016-03-07,231,61.97 USD,14315.48 USD
2016-03-08,220,59.00 USD,12979.25 USD
2016-03-09,209,60.59 USD,12664.08 USD
2016-03-10,210,61.54 USD,12922.40 USD
2016-03-11,189,60.23 USD,11384.27 USD
2016-03-12,189,64.02 USD,12099.13 USD
2016-03-13,224,63.55 USD,14234.90 USD
2016-03-14,220,64.77 USD,14249.29 USD
2016-03-15,232,60.61 USD,14062.36 USD
2016-03-16,237,64.21 USD,15217.79 USD
2016-03-17,223,60.49 USD,13488.26 USD
2016-03-18,173,67.54 USD,11685.20 USD
2016-03-19,209,53.50 USD,11180.92 USD
2016-03-20,222,56.95 USD,12643.91 USD
2016-03-21,239,66.13 USD,15806.17 USD
2016-03-22,218,60.96 USD,13289.75 USD
2016-03-23,208,63.69 USD,13247.20 USD
2016-03-24,208,58.86 USD,12243.20 USD
