This file was downloaded on March 12 2018 1:17:47 AM UTC-07:00
Keywords,table
Date Range,2017-12-02 - 2018-03-08
Buyer Country: ,AU
Category: ,Furniture
Product Condition: ,New
Listing Format: ,FixedPrice,StoresFixedPrice
Seller Country: ,AU
Site: ,ebay.com.au
Transaction Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2017-12-02,190,94.86 USD,18023.31 USD
2017-12-03,222,96.61 USD,21447.89 USD
2017-12-04,200,111.96 USD,22391.68 USD
2017-12-05,219,105.22 USD,23043.38 USD
2017-12-06,215,98.78 USD,21238.71 USD
2017-12-07,197,94.19 USD,18555.05 USD
2017-12-08,161,96.95 USD,15608.24 USD
2017-12-09,164,97.60 USD,16007.16 USD
2017-12-10,206,102.42 USD,21098.01 USD
2017-12-11,214,98.45 USD,21068.35 USD
2017-12-12,201,98.85 USD,19868.38 USD
2017-12-13,187,107.27 USD,20060.00 USD
2017-12-14,155,90.44 USD,14017.82 USD
2017-12-15,124,115.56 USD,14328.97 USD
2017-12-16,131,109.79 USD,14381.96 USD
2017-12-17,193,133.27 USD,25721.94 USD
2017-12-18,110,101.79 USD,11196.40 USD
2017-12-19,119,98.32 USD,11700.38 USD
2017-12-20,89,101.23 USD,9009.25 USD
2017-12-21,75,123.42 USD,9256.13 USD
2017-12-22,75,96.31 USD,7223.19 USD
2017-12-23,74,105.47 USD,7804.51 USD
2017-12-24,48,100.37 USD,4817.84 USD
2017-12-25,145,106.32 USD,15416.96 USD
2017-12-26,187,123.05 USD,23010.08 USD
2017-12-27,161,126.35 USD,20343.05 USD
2017-12-28,162,107.60 USD,17431.31 USD
2017-12-29,149,92.05 USD,13715.27 USD
2017-12-30,144,121.56 USD,17504.78 USD
2017-12-31,105,95.47 USD,10024.33 USD
2018-01-01,146,116.87 USD,17063.08 USD
2018-01-02,174,118.18 USD,20563.51 USD
2018-01-03,210,127.58 USD,26791.70 USD
2018-01-04,172,95.01 USD,16341.41 USD
2018-01-05,164,95.98 USD,15740.65 USD
2018-01-06,128,103.63 USD,13265.15 USD
2018-01-07,165,112.46 USD,18555.21 USD
2018-01-08,147,103.02 USD,15143.57 USD
2018-01-09,183,98.52 USD,18029.18 USD
2018-01-10,143,104.06 USD,14880.81 USD
2018-01-11,119,114.47 USD,13621.77 USD
2018-01-12,152,119.76 USD,18203.13 USD
2018-01-13,165,122.76 USD,20254.86 USD
2018-01-14,152,119.58 USD,18176.08 USD
2018-01-15,191,110.91 USD,21184.01 USD
2018-01-16,205,112.70 USD,23103.42 USD
2018-01-17,183,104.48 USD,19119.53 USD
2018-01-18,162,120.65 USD,19545.36 USD
2018-01-19,154,119.08 USD,18339.07 USD
2018-01-20,175,106.83 USD,18694.82 USD
2018-01-21,232,125.84 USD,29194.80 USD
2018-01-22,174,131.97 USD,22963.30 USD
2018-01-23,180,121.79 USD,21921.91 USD
2018-01-24,195,116.84 USD,22784.03 USD
2018-01-25,167,111.03 USD,18542.60 USD
2018-01-26,167,104.45 USD,17443.39 USD
2018-01-27,152,124.42 USD,18912.43 USD
2018-01-28,198,120.19 USD,23798.58 USD
2018-01-29,143,118.02 USD,16877.45 USD
2018-01-30,152,113.72 USD,17285.68 USD
2018-01-31,145,112.26 USD,16278.19 USD
2018-02-01,118,134.45 USD,15865.49 USD
2018-02-02,132,152.05 USD,20070.24 USD
2018-02-03,177,108.89 USD,19274.03 USD
2018-02-04,200,146.96 USD,29391.12 USD
2018-02-05,160,125.97 USD,20154.75 USD
2018-02-06,140,109.07 USD,15270.33 USD
2018-02-07,124,120.18 USD,14902.30 USD
2018-02-08,162,114.77 USD,18592.01 USD
2018-02-09,136,117.51 USD,15981.85 USD
2018-02-10,162,108.09 USD,17510.20 USD
2018-02-11,151,99.96 USD,15094.66 USD
2018-02-12,141,104.88 USD,14788.17 USD
2018-02-13,136,107.57 USD,14629.92 USD
2018-02-14,160,141.20 USD,22592.47 USD
2018-02-15,131,136.35 USD,17861.34 USD
2018-02-16,139,130.45 USD,18133.19 USD
2018-02-17,204,131.25 USD,26774.13 USD
2018-02-18,189,133.33 USD,25198.71 USD
2018-02-19,180,122.78 USD,22100.51 USD
2018-02-20,162,114.50 USD,18549.74 USD
2018-02-21,177,126.24 USD,22344.95 USD
2018-02-22,136,116.40 USD,15830.34 USD
2018-02-23,140,127.82 USD,17894.70 USD
2018-02-24,143,97.90 USD,14000.38 USD
2018-02-25,105,107.17 USD,11253.03 USD
2018-02-26,143,109.68 USD,15684.78 USD
2018-02-27,168,111.25 USD,18689.38 USD
2018-02-28,99,107.40 USD,10632.21 USD
2018-03-01,120,105.65 USD,12677.42 USD
2018-03-02,158,122.89 USD,19416.60 USD
2018-03-03,161,123.39 USD,19866.33 USD
2018-03-04,175,119.55 USD,20920.94 USD
2018-03-05,108,105.19 USD,11360.64 USD
2018-03-06,144,117.20 USD,16877.12 USD
2018-03-07,153,129.20 USD,19767.83 USD
2018-03-08,121,115.82 USD,14014.13 USD
