This file was downloaded on March 13 2018 3:24:00 PM UTC-07:00
Keywords,sofa 
Date Range,2015-03-12 - 2015-06-16
Site: ,ebay.com.au
Product Condition: ,New
Listing Format: ,StoresFixedPrice
Buyer Country: ,AU
Seller Country: ,AU
Transaction Site: ,ebay.com.au
Category: ,Sofas & Couches

Date,Items Sold,Average Selling Price,Total Sales
2015-03-12,13,105.19 USD,1367.50 USD
2015-03-13,8,227.49 USD,1819.90 USD
2015-03-14,10,148.06 USD,1480.55 USD
2015-03-15,22,144.54 USD,3179.86 USD
2015-03-16,7,246.67 USD,1726.72 USD
2015-03-17,7,370.11 USD,2590.78 USD
2015-03-18,17,145.06 USD,2466.07 USD
2015-03-19,23,173.73 USD,3995.76 USD
2015-03-20,16,111.67 USD,1786.78 USD
2015-03-21,16,277.53 USD,4440.47 USD
2015-03-22,16,200.62 USD,3209.96 USD
2015-03-23,20,229.44 USD,4588.71 USD
2015-03-24,13,157.89 USD,2052.51 USD
2015-03-25,21,162.23 USD,3406.93 USD
2015-03-26,19,167.36 USD,3179.78 USD
2015-03-27,10,324.78 USD,3247.76 USD
2015-03-28,17,281.11 USD,4778.82 USD
2015-03-29,22,158.94 USD,3496.78 USD
2015-03-30,10,408.45 USD,4084.50 USD
2015-03-31,15,104.13 USD,1561.93 USD
2015-04-01,12,219.76 USD,2637.16 USD
2015-04-02,5,376.99 USD,1884.95 USD
2015-04-03,16,236.78 USD,3788.44 USD
2015-04-04,20,249.05 USD,4980.94 USD
2015-04-05,19,216.66 USD,4116.55 USD
2015-04-06,28,351.42 USD,9839.76 USD
2015-04-07,12,388.52 USD,4662.26 USD
2015-04-08,25,148.40 USD,3709.97 USD
2015-04-09,11,248.04 USD,2728.39 USD
2015-04-10,24,181.83 USD,4363.94 USD
2015-04-11,17,162.65 USD,2765.06 USD
2015-04-12,18,65.21 USD,1173.72 USD
2015-04-13,24,189.87 USD,4556.92 USD
2015-04-14,24,177.93 USD,4270.38 USD
2015-04-15,16,170.33 USD,2725.24 USD
2015-04-16,20,161.43 USD,3228.68 USD
2015-04-17,6,240.63 USD,1443.75 USD
2015-04-18,34,154.81 USD,5263.61 USD
2015-04-19,14,104.02 USD,1456.23 USD
2015-04-20,23,300.29 USD,6906.58 USD
2015-04-21,15,139.65 USD,2094.77 USD
2015-04-22,8,180.63 USD,1445.02 USD
2015-04-23,15,234.61 USD,3519.18 USD
2015-04-24,12,218.40 USD,2620.74 USD
2015-04-25,22,269.97 USD,5939.29 USD
2015-04-26,24,228.27 USD,5478.45 USD
2015-04-27,11,203.91 USD,2243.02 USD
2015-04-28,9,259.46 USD,2335.16 USD
2015-04-29,14,122.98 USD,1721.71 USD
2015-04-30,3,232.00 USD,695.99 USD
2015-05-01,15,307.45 USD,4611.70 USD
2015-05-02,18,131.61 USD,2368.97 USD
2015-05-03,17,362.20 USD,6157.34 USD
2015-05-04,24,229.59 USD,5510.24 USD
2015-05-05,16,382.68 USD,6122.92 USD
2015-05-06,17,250.39 USD,4256.60 USD
2015-05-07,11,210.50 USD,2315.54 USD
2015-05-08,10,302.87 USD,3028.70 USD
2015-05-09,18,210.08 USD,3781.45 USD
2015-05-10,20,310.79 USD,6215.84 USD
2015-05-11,23,238.49 USD,5485.37 USD
2015-05-12,19,126.78 USD,2408.76 USD
2015-05-13,10,161.13 USD,1611.26 USD
2015-05-14,15,481.55 USD,7223.27 USD
2015-05-15,18,164.45 USD,2960.14 USD
2015-05-16,18,123.54 USD,2223.68 USD
2015-05-17,24,288.56 USD,6925.50 USD
2015-05-18,17,145.97 USD,2481.47 USD
2015-05-19,19,166.74 USD,3168.08 USD
2015-05-20,15,271.07 USD,4066.12 USD
2015-05-21,18,212.34 USD,3822.20 USD
2015-05-22,17,307.99 USD,5235.80 USD
2015-05-23,15,129.65 USD,1944.77 USD
2015-05-24,27,170.32 USD,4598.52 USD
2015-05-25,21,151.59 USD,3183.34 USD
2015-05-26,15,241.20 USD,3617.98 USD
2015-05-27,14,182.37 USD,2553.11 USD
2015-05-28,22,170.85 USD,3758.61 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,21,287.05 USD,6028.06 USD
2015-05-31,21,147.78 USD,3103.35 USD
2015-06-01,18,153.04 USD,2754.74 USD
2015-06-02,16,92.42 USD,1478.77 USD
2015-06-03,23,308.23 USD,7089.26 USD
2015-06-04,15,171.94 USD,2579.15 USD
2015-06-05,9,59.19 USD,532.73 USD
2015-06-06,13,180.71 USD,2349.20 USD
2015-06-07,26,203.38 USD,5287.89 USD
2015-06-08,27,287.86 USD,7772.17 USD
2015-06-09,21,73.48 USD,1543.12 USD
2015-06-10,24,139.45 USD,3346.84 USD
2015-06-11,19,360.88 USD,6856.74 USD
2015-06-12,25,64.99 USD,1624.82 USD
2015-06-13,27,167.76 USD,4529.51 USD
2015-06-14,24,609.66 USD,14631.90 USD
2015-06-15,21,253.03 USD,5313.72 USD
2015-06-16,21,198.35 USD,4165.39 USD
