This file was downloaded on March 20 2018 6:01:01 PM UTC-07:00
Keywords,spade
Date Range,2015-03-19 - 2018-03-12
Buyer Country: ,AU
Category: ,Home & Garden
Product Condition: ,New
Listing Format: ,FixedPrice,StoresFixedPrice
Seller Country: ,AU
Site: ,ebay.com.au
Transaction Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-03-19,3,10.43 USD,31.30 USD
2015-03-20,2,20.95 USD,41.90 USD
2015-03-21,5,17.77 USD,88.83 USD
2015-03-22,4,12.60 USD,50.40 USD
2015-03-23,13,16.16 USD,210.07 USD
2015-03-24,13,11.13 USD,144.73 USD
2015-03-25,13,9.14 USD,118.88 USD
2015-03-26,5,26.57 USD,132.84 USD
2015-03-27,11,10.10 USD,111.11 USD
2015-03-28,8,22.16 USD,177.26 USD
2015-03-29,22,15.44 USD,339.63 USD
2015-03-30,27,11.27 USD,304.29 USD
2015-03-31,6,30.35 USD,182.10 USD
2015-04-01,17,12.98 USD,220.69 USD
2015-04-02,6,26.23 USD,157.35 USD
2015-04-03,8,32.67 USD,261.37 USD
2015-04-04,5,13.53 USD,67.63 USD
2015-04-05,5,12.27 USD,61.36 USD
2015-04-06,10,14.41 USD,144.12 USD
2015-04-07,11,29.60 USD,325.61 USD
2015-04-08,18,17.98 USD,323.70 USD
2015-04-09,10,17.40 USD,174.01 USD
2015-04-10,8,18.20 USD,145.59 USD
2015-04-11,13,17.57 USD,228.46 USD
2015-04-12,9,16.85 USD,151.61 USD
2015-04-13,6,17.48 USD,104.87 USD
2015-04-14,7,23.49 USD,164.41 USD
2015-04-15,14,18.70 USD,261.75 USD
2015-04-16,34,14.57 USD,495.25 USD
2015-04-17,17,13.88 USD,235.92 USD
2015-04-18,16,10.73 USD,171.70 USD
2015-04-19,15,11.69 USD,175.32 USD
2015-04-20,13,22.77 USD,296.05 USD
2015-04-21,10,19.12 USD,191.17 USD
2015-04-22,18,15.23 USD,274.05 USD
2015-04-23,18,22.11 USD,397.98 USD
2015-04-24,12,11.76 USD,141.09 USD
2015-04-25,11,31.72 USD,348.87 USD
2015-04-26,13,9.83 USD,127.78 USD
2015-04-27,8,27.53 USD,220.23 USD
2015-04-28,11,8.25 USD,90.73 USD
2015-04-29,8,10.51 USD,84.08 USD
2015-04-30,9,17.97 USD,161.74 USD
2015-05-01,4,15.91 USD,63.62 USD
2015-05-02,13,6.19 USD,80.42 USD
2015-05-03,14,13.23 USD,185.20 USD
2015-05-04,12,20.06 USD,240.69 USD
2015-05-05,6,17.40 USD,104.41 USD
2015-05-06,14,21.21 USD,296.88 USD
2015-05-07,7,16.75 USD,117.27 USD
2015-05-08,16,50.76 USD,812.20 USD
2015-05-09,14,19.77 USD,276.74 USD
2015-05-10,17,9.93 USD,168.89 USD
2015-05-11,10,27.61 USD,276.10 USD
2015-05-12,5,37.61 USD,188.07 USD
2015-05-13,13,30.71 USD,399.27 USD
2015-05-14,18,12.71 USD,228.69 USD
2015-05-15,9,13.75 USD,123.73 USD
2015-05-16,16,20.49 USD,327.83 USD
2015-05-17,10,20.35 USD,203.53 USD
2015-05-18,10,16.10 USD,161.04 USD
2015-05-19,10,18.58 USD,185.84 USD
2015-05-20,17,25.21 USD,428.50 USD
2015-05-21,5,17.00 USD,85.02 USD
2015-05-22,6,17.60 USD,105.57 USD
2015-05-23,6,23.92 USD,143.54 USD
2015-05-24,15,14.84 USD,222.54 USD
2015-05-25,12,14.06 USD,168.72 USD
2015-05-26,17,13.95 USD,237.13 USD
2015-05-27,9,19.60 USD,176.39 USD
2015-05-28,8,26.59 USD,212.69 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,13,14.90 USD,193.75 USD
2015-05-31,11,21.00 USD,231.02 USD
2015-06-01,13,11.90 USD,154.68 USD
2015-06-02,14,9.30 USD,130.15 USD
2015-06-03,11,22.09 USD,242.98 USD
2015-06-04,10,25.62 USD,256.16 USD
2015-06-05,9,14.15 USD,127.32 USD
2015-06-06,8,18.80 USD,150.36 USD
2015-06-07,13,20.18 USD,262.37 USD
2015-06-08,13,24.01 USD,312.15 USD
2015-06-09,7,16.79 USD,117.51 USD
2015-06-10,10,16.78 USD,167.83 USD
2015-06-11,19,14.65 USD,278.35 USD
2015-06-12,10,18.28 USD,182.79 USD
2015-06-13,8,12.02 USD,96.14 USD
2015-06-14,10,14.11 USD,141.10 USD
2015-06-15,12,14.15 USD,169.75 USD
2015-06-16,13,10.18 USD,132.33 USD
2015-06-17,6,18.66 USD,111.94 USD
2015-06-18,7,25.42 USD,177.96 USD
2015-06-19,6,27.13 USD,162.78 USD
2015-06-20,14,20.94 USD,293.11 USD
2015-06-21,15,16.04 USD,240.65 USD
2015-06-22,13,25.48 USD,331.27 USD
2015-06-23,23,23.37 USD,537.43 USD
2015-06-24,9,18.11 USD,163.00 USD
2015-06-25,6,21.93 USD,131.60 USD
2015-06-26,12,19.94 USD,239.23 USD
2015-06-27,8,11.87 USD,94.98 USD
2015-06-28,11,17.77 USD,195.49 USD
2015-06-29,17,25.67 USD,436.44 USD
2015-06-30,9,21.73 USD,195.59 USD
2015-07-01,10,21.93 USD,219.27 USD
2015-07-02,11,5.72 USD,62.97 USD
2015-07-03,5,49.23 USD,246.15 USD
2015-07-04,13,14.64 USD,190.28 USD
2015-07-05,17,9.00 USD,153.06 USD
2015-07-06,13,17.43 USD,226.55 USD
2015-07-07,5,24.65 USD,123.27 USD
2015-07-08,14,15.87 USD,222.13 USD
2015-07-09,10,14.13 USD,141.32 USD
2015-07-10,7,14.03 USD,98.21 USD
2015-07-11,14,12.47 USD,174.54 USD
2015-07-12,7,19.75 USD,138.22 USD
2015-07-13,8,34.45 USD,275.60 USD
2015-07-14,15,8.70 USD,130.51 USD
2015-07-15,6,12.83 USD,76.96 USD
2015-07-16,10,16.87 USD,168.65 USD
2015-07-17,19,18.18 USD,345.34 USD
2015-07-18,6,26.34 USD,158.06 USD
2015-07-19,7,18.51 USD,129.57 USD
2015-07-20,11,13.66 USD,150.25 USD
2015-07-21,11,30.11 USD,331.24 USD
2015-07-22,17,17.41 USD,296.03 USD
2015-07-23,14,19.20 USD,268.85 USD
2015-07-24,11,16.59 USD,182.46 USD
2015-07-25,25,18.85 USD,471.36 USD
2015-07-26,20,11.53 USD,230.65 USD
2015-07-27,10,8.78 USD,87.77 USD
2015-07-28,12,21.06 USD,252.69 USD
2015-07-29,13,8.91 USD,115.81 USD
2015-07-30,11,21.97 USD,241.70 USD
2015-07-31,11,14.77 USD,162.47 USD
2015-08-01,12,17.37 USD,208.40 USD
2015-08-02,11,17.48 USD,192.31 USD
2015-08-03,19,12.13 USD,230.45 USD
2015-08-04,16,17.92 USD,286.68 USD
2015-08-05,17,20.96 USD,356.29 USD
2015-08-06,13,19.02 USD,247.31 USD
2015-08-07,14,12.42 USD,173.83 USD
2015-08-08,8,12.47 USD,99.79 USD
2015-08-09,11,33.65 USD,370.16 USD
2015-08-10,16,20.84 USD,333.40 USD
2015-08-11,11,15.70 USD,172.65 USD
2015-08-12,12,15.92 USD,191.08 USD
2015-08-13,6,26.21 USD,157.23 USD
2015-08-14,12,12.37 USD,148.44 USD
2015-08-15,20,12.23 USD,244.55 USD
2015-08-16,10,34.57 USD,345.70 USD
2015-08-17,18,27.82 USD,500.73 USD
2015-08-18,11,20.21 USD,222.35 USD
2015-08-19,8,24.29 USD,194.34 USD
2015-08-20,8,24.79 USD,198.32 USD
2015-08-21,13,19.23 USD,249.99 USD
2015-08-22,8,14.95 USD,119.56 USD
2015-08-23,13,20.06 USD,260.77 USD
2015-08-24,12,17.21 USD,206.47 USD
2015-08-25,19,21.29 USD,404.51 USD
2015-08-26,6,7.95 USD,47.69 USD
2015-08-27,8,25.15 USD,201.17 USD
2015-08-28,9,24.61 USD,221.50 USD
2015-08-29,12,12.73 USD,152.72 USD
2015-08-30,9,24.46 USD,220.14 USD
2015-08-31,10,19.05 USD,190.48 USD
2015-09-01,8,24.83 USD,198.65 USD
