This file was downloaded on March 20 2018 5:56:25 PM UTC-07:00
Keywords,shovel
Date Range,2015-03-19 - 2018-03-12
Site: ,ebay.com.au
Product Condition: ,New
Listing Format: ,FixedPrice,StoresFixedPrice
Buyer Country: ,AU
Seller Country: ,AU
Transaction Site: ,ebay.com.au
Category: ,Home & Garden

Date,Items Sold,Average Selling Price,Total Sales
2015-03-19,2,10.33 USD,20.66 USD
2015-03-20,3,22.34 USD,67.03 USD
2015-03-21,4,11.25 USD,44.98 USD
2015-03-22,5,12.54 USD,62.69 USD
2015-03-23,1,20.18 USD,20.18 USD
2015-03-24,1,6.91 USD,6.91 USD
2015-03-25,5,30.82 USD,154.10 USD
2015-03-26,2,16.89 USD,33.78 USD
2015-03-27,2,17.62 USD,35.24 USD
2015-03-28,5,26.26 USD,131.28 USD
2015-03-29,4,11.23 USD,44.93 USD
2015-03-30,2,10.46 USD,20.92 USD
2015-03-31,2,11.82 USD,23.64 USD
2015-04-01,3,10.15 USD,30.44 USD
2015-04-02,3,11.11 USD,33.34 USD
2015-04-03,7,8.65 USD,60.57 USD
2015-04-04,6,7.04 USD,42.25 USD
2015-04-05,8,17.56 USD,140.45 USD
2015-04-06,9,11.63 USD,104.69 USD
2015-04-07,5,23.03 USD,115.13 USD
2015-04-08,6,11.02 USD,66.09 USD
2015-04-09,6,15.80 USD,94.81 USD
2015-04-10,12,11.42 USD,136.99 USD
2015-04-11,7,29.87 USD,209.10 USD
2015-04-12,3,14.83 USD,44.48 USD
2015-04-13,4,11.11 USD,44.42 USD
2015-04-14,4,25.35 USD,101.38 USD
2015-04-15,0,0.00 USD,0.00 USD
2015-04-16,2,9.14 USD,18.28 USD
2015-04-17,5,5.81 USD,29.04 USD
2015-04-18,3,10.67 USD,32.02 USD
2015-04-19,1,14.76 USD,14.76 USD
2015-04-20,3,36.49 USD,109.46 USD
2015-04-21,1,10.97 USD,10.97 USD
2015-04-22,3,12.90 USD,38.70 USD
2015-04-23,4,20.74 USD,82.97 USD
2015-04-24,2,5.42 USD,10.83 USD
2015-04-25,5,8.74 USD,43.69 USD
2015-04-26,6,12.61 USD,75.64 USD
2015-04-27,5,19.85 USD,99.27 USD
2015-04-28,5,6.61 USD,33.03 USD
2015-04-29,1,8.80 USD,8.80 USD
2015-04-30,3,16.65 USD,49.94 USD
2015-05-01,3,17.08 USD,51.25 USD
2015-05-02,3,13.83 USD,41.50 USD
2015-05-03,7,20.25 USD,141.78 USD
2015-05-04,5,22.73 USD,113.67 USD
2015-05-05,8,15.58 USD,124.66 USD
2015-05-06,2,18.61 USD,37.21 USD
2015-05-07,3,23.52 USD,70.56 USD
2015-05-08,4,15.48 USD,61.92 USD
2015-05-09,21,14.33 USD,300.87 USD
2015-05-10,3,17.11 USD,51.33 USD
2015-05-11,3,7.97 USD,23.90 USD
2015-05-12,3,17.14 USD,51.43 USD
2015-05-13,2,21.49 USD,42.98 USD
2015-05-14,4,18.01 USD,72.02 USD
2015-05-15,3,10.63 USD,31.89 USD
2015-05-16,4,19.30 USD,77.20 USD
2015-05-17,3,25.24 USD,75.71 USD
2015-05-18,3,27.64 USD,82.92 USD
2015-05-19,8,13.63 USD,109.04 USD
2015-05-20,2,12.24 USD,24.48 USD
2015-05-21,4,16.71 USD,66.82 USD
2015-05-22,2,21.27 USD,42.53 USD
2015-05-23,7,23.21 USD,162.49 USD
2015-05-24,8,17.83 USD,142.66 USD
2015-05-25,5,21.67 USD,108.36 USD
2015-05-26,5,15.43 USD,77.17 USD
2015-05-27,6,22.81 USD,136.85 USD
2015-05-28,2,21.21 USD,42.41 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,2,10.66 USD,21.32 USD
2015-05-31,11,11.37 USD,125.07 USD
2015-06-01,2,10.71 USD,21.42 USD
2015-06-02,0,0.00 USD,0.00 USD
2015-06-03,5,8.89 USD,44.47 USD
2015-06-04,4,13.43 USD,53.72 USD
2015-06-05,5,26.17 USD,130.87 USD
2015-06-06,5,11.49 USD,57.47 USD
2015-06-07,4,14.30 USD,57.19 USD
2015-06-08,2,20.08 USD,40.16 USD
2015-06-09,4,19.14 USD,76.56 USD
2015-06-10,3,49.37 USD,148.11 USD
2015-06-11,2,11.24 USD,22.47 USD
2015-06-12,2,9.63 USD,19.25 USD
2015-06-13,4,10.83 USD,43.33 USD
2015-06-14,2,13.11 USD,26.22 USD
2015-06-15,4,14.31 USD,57.23 USD
2015-06-16,3,7.76 USD,23.28 USD
2015-06-17,6,28.69 USD,172.15 USD
2015-06-18,1,14.56 USD,14.56 USD
2015-06-19,7,12.12 USD,84.82 USD
2015-06-20,3,12.03 USD,36.09 USD
2015-06-21,9,25.71 USD,231.41 USD
2015-06-22,1,4.65 USD,4.65 USD
2015-06-23,1,45.37 USD,45.37 USD
2015-06-24,10,12.96 USD,129.56 USD
2015-06-25,1,7.68 USD,7.68 USD
2015-06-26,10,18.10 USD,181.03 USD
2015-06-27,5,9.01 USD,45.07 USD
2015-06-28,12,26.26 USD,315.15 USD
