This file was downloaded on March 20 2018 5:59:09 PM UTC-07:00
Keywords,door lock
Date Range,2015-03-19 - 2018-03-12
Buyer Country: ,AU
Category: ,Lock Mechanisms
Product Condition: ,New
Listing Format: ,FixedPrice,StoresFixedPrice
Seller Country: ,AU
Site: ,ebay.com.au
Transaction Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-03-19,46,25.87 USD,1190.03 USD
2015-03-20,22,29.71 USD,653.53 USD
2015-03-21,19,18.79 USD,357.05 USD
2015-03-22,36,17.12 USD,616.48 USD
2015-03-23,23,25.76 USD,592.51 USD
2015-03-24,17,22.31 USD,379.26 USD
2015-03-25,24,27.60 USD,662.49 USD
2015-03-26,31,19.98 USD,619.27 USD
2015-03-27,25,16.95 USD,423.85 USD
2015-03-28,29,14.27 USD,413.94 USD
2015-03-29,33,17.30 USD,570.85 USD
2015-03-30,30,34.54 USD,1036.13 USD
2015-03-31,13,35.36 USD,459.65 USD
2015-04-01,14,33.08 USD,463.13 USD
2015-04-02,9,22.79 USD,205.10 USD
2015-04-03,25,10.71 USD,267.80 USD
2015-04-04,23,17.40 USD,400.11 USD
2015-04-05,19,15.27 USD,290.13 USD
2015-04-06,25,30.19 USD,754.71 USD
2015-04-07,28,30.83 USD,863.32 USD
2015-04-08,31,19.64 USD,608.81 USD
2015-04-09,32,28.17 USD,901.54 USD
2015-04-10,22,21.07 USD,463.45 USD
2015-04-11,20,21.29 USD,425.86 USD
2015-04-12,22,31.55 USD,694.10 USD
2015-04-13,21,29.96 USD,629.13 USD
2015-04-14,41,22.13 USD,907.44 USD
2015-04-15,39,20.62 USD,804.35 USD
2015-04-16,26,25.21 USD,655.54 USD
2015-04-17,26,28.65 USD,744.94 USD
2015-04-18,37,32.93 USD,1218.44 USD
2015-04-19,40,22.56 USD,902.51 USD
2015-04-20,30,34.38 USD,1031.41 USD
2015-04-21,32,32.75 USD,1048.04 USD
2015-04-22,15,48.89 USD,733.38 USD
2015-04-23,30,37.82 USD,1134.68 USD
2015-04-24,18,21.14 USD,380.50 USD
2015-04-25,16,30.17 USD,482.69 USD
2015-04-26,32,21.99 USD,703.76 USD
2015-04-27,33,25.88 USD,854.16 USD
2015-04-28,47,21.89 USD,1028.80 USD
2015-04-29,21,32.66 USD,685.76 USD
2015-04-30,32,37.43 USD,1197.90 USD
2015-05-01,18,29.85 USD,537.26 USD
2015-05-02,18,32.44 USD,583.97 USD
2015-05-03,52,28.12 USD,1462.01 USD
2015-05-04,15,28.39 USD,425.86 USD
2015-05-05,22,25.40 USD,558.83 USD
2015-05-06,39,30.25 USD,1179.70 USD
2015-05-07,30,29.38 USD,881.53 USD
2015-05-08,19,34.67 USD,658.82 USD
2015-05-09,27,29.91 USD,807.59 USD
2015-05-10,32,24.42 USD,781.58 USD
2015-05-11,30,30.82 USD,924.45 USD
2015-05-12,24,29.19 USD,700.60 USD
2015-05-13,22,33.54 USD,737.89 USD
2015-05-14,18,24.67 USD,444.12 USD
2015-05-15,15,33.51 USD,502.65 USD
2015-05-16,28,18.89 USD,528.87 USD
2015-05-17,38,25.31 USD,961.59 USD
2015-05-18,44,28.75 USD,1265.07 USD
2015-05-19,42,23.19 USD,973.86 USD
2015-05-20,45,19.15 USD,861.54 USD
2015-05-21,24,37.94 USD,910.52 USD
2015-05-22,21,21.24 USD,446.01 USD
2015-05-23,19,26.54 USD,504.27 USD
2015-05-24,33,33.62 USD,1109.46 USD
2015-05-25,23,25.96 USD,597.17 USD
2015-05-26,24,35.70 USD,856.74 USD
2015-05-27,36,25.89 USD,931.97 USD
2015-05-28,38,29.77 USD,1131.33 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,22,48.49 USD,1066.78 USD
2015-05-31,25,28.56 USD,713.97 USD
2015-06-01,34,19.96 USD,678.58 USD
2015-06-02,32,37.69 USD,1206.04 USD
2015-06-03,29,37.12 USD,1076.50 USD
2015-06-04,24,26.68 USD,640.33 USD
2015-06-05,26,24.25 USD,630.37 USD
2015-06-06,19,15.48 USD,294.14 USD
2015-06-07,25,21.74 USD,543.43 USD
2015-06-08,23,27.76 USD,638.47 USD
2015-06-09,34,30.07 USD,1022.34 USD
2015-06-10,27,20.09 USD,542.39 USD
2015-06-11,22,25.17 USD,553.82 USD
2015-06-12,12,23.17 USD,278.09 USD
2015-06-13,19,33.76 USD,641.51 USD
2015-06-14,56,11.49 USD,643.29 USD
2015-06-15,28,31.46 USD,880.89 USD
2015-06-16,23,27.33 USD,628.54 USD
2015-06-17,23,37.36 USD,859.33 USD
2015-06-18,14,26.74 USD,374.34 USD
2015-06-19,13,29.34 USD,381.45 USD
2015-06-20,26,46.46 USD,1208.08 USD
2015-06-21,26,29.07 USD,755.86 USD
2015-06-22,35,25.59 USD,895.65 USD
2015-06-23,37,25.16 USD,930.76 USD
2015-06-24,29,20.74 USD,601.52 USD
2015-06-25,15,27.67 USD,415.03 USD
2015-06-26,15,28.40 USD,425.93 USD
2015-06-27,20,27.80 USD,556.04 USD
2015-06-28,39,23.25 USD,906.79 USD
2015-06-29,30,35.22 USD,1056.56 USD
2015-06-30,27,29.65 USD,800.43 USD
2015-07-01,20,30.25 USD,604.97 USD
2015-07-02,44,14.62 USD,643.28 USD
2015-07-03,19,26.02 USD,494.38 USD
2015-07-04,25,26.44 USD,661.02 USD
2015-07-05,29,33.28 USD,965.11 USD
2015-07-06,35,36.34 USD,1271.92 USD
2015-07-07,36,23.42 USD,843.18 USD
2015-07-08,32,29.49 USD,943.62 USD
2015-07-09,25,36.27 USD,906.65 USD
2015-07-10,22,21.81 USD,479.84 USD
2015-07-11,18,35.75 USD,643.57 USD
2015-07-12,35,25.42 USD,889.56 USD
2015-07-13,39,25.91 USD,1010.58 USD
2015-07-14,25,40.10 USD,1002.40 USD
2015-07-15,28,30.39 USD,851.03 USD
2015-07-16,26,24.15 USD,627.80 USD
2015-07-17,30,21.54 USD,646.05 USD
2015-07-18,14,21.25 USD,297.50 USD
2015-07-19,47,30.71 USD,1443.57 USD
2015-07-20,41,26.00 USD,1065.81 USD
2015-07-21,38,36.54 USD,1388.64 USD
2015-07-22,26,28.10 USD,730.60 USD
2015-07-23,15,33.39 USD,500.91 USD
2015-07-24,29,41.95 USD,1216.64 USD
2015-07-25,14,48.71 USD,682.00 USD
2015-07-26,31,27.94 USD,866.16 USD
2015-07-27,26,27.31 USD,709.99 USD
2015-07-28,22,17.82 USD,392.10 USD
2015-07-29,33,30.89 USD,1019.34 USD
2015-07-30,28,32.29 USD,904.24 USD
2015-07-31,11,49.50 USD,544.48 USD
2015-08-01,19,23.77 USD,451.62 USD
2015-08-02,30,41.61 USD,1248.16 USD
2015-08-03,16,28.84 USD,461.42 USD
2015-08-04,28,24.30 USD,680.34 USD
2015-08-05,25,22.50 USD,562.57 USD
2015-08-06,15,38.79 USD,581.88 USD
2015-08-07,18,28.76 USD,517.65 USD
2015-08-08,25,23.35 USD,583.71 USD
2015-08-09,24,24.87 USD,596.97 USD
2015-08-10,35,26.93 USD,942.52 USD
2015-08-11,27,36.77 USD,992.84 USD
2015-08-12,24,28.30 USD,679.24 USD
2015-08-13,18,30.40 USD,547.17 USD
2015-08-14,15,25.82 USD,387.35 USD
2015-08-15,30,21.89 USD,656.55 USD
2015-08-16,32,29.07 USD,930.19 USD
2015-08-17,32,16.49 USD,527.54 USD
2015-08-18,38,19.88 USD,755.43 USD
2015-08-19,28,29.52 USD,826.54 USD
2015-08-20,27,19.53 USD,527.27 USD
2015-08-21,25,26.49 USD,662.17 USD
2015-08-22,20,33.30 USD,666.08 USD
2015-08-23,32,21.64 USD,692.52 USD
2015-08-24,19,44.74 USD,850.05 USD
2015-08-25,35,20.78 USD,727.18 USD
2015-08-26,33,21.66 USD,714.78 USD
2015-08-27,14,38.45 USD,538.35 USD
2015-08-28,17,22.00 USD,374.07 USD
2015-08-29,12,21.48 USD,257.78 USD
2015-08-30,22,34.49 USD,758.67 USD
2015-08-31,26,23.46 USD,610.00 USD
2015-09-01,33,30.60 USD,1009.80 USD
2015-09-02,36,24.65 USD,887.52 USD
2015-09-03,20,32.15 USD,642.93 USD
2015-09-04,11,17.80 USD,195.75 USD
2015-09-05,30,20.29 USD,608.67 USD
2015-09-06,30,23.10 USD,693.06 USD
2015-09-07,25,34.91 USD,872.63 USD
2015-09-08,23,28.96 USD,666.12 USD
2015-09-09,15,20.93 USD,313.95 USD
2015-09-10,17,41.37 USD,703.34 USD
2015-09-11,10,35.62 USD,356.22 USD
2015-09-12,26,26.10 USD,678.68 USD
2015-09-13,33,24.01 USD,792.17 USD
2015-09-14,0,0.00 USD,0.00 USD
2015-09-15,0,0.00 USD,0.00 USD
2015-09-16,0,0.00 USD,0.00 USD
2015-09-17,0,0.00 USD,0.00 USD
2015-09-18,0,0.00 USD,0.00 USD
2015-09-19,0,0.00 USD,0.00 USD
2015-09-20,0,0.00 USD,0.00 USD
2015-09-21,0,0.00 USD,0.00 USD
2015-09-22,0,0.00 USD,0.00 USD
2015-09-23,0,0.00 USD,0.00 USD
2015-09-24,0,0.00 USD,0.00 USD
2015-09-25,0,0.00 USD,0.00 USD
2015-09-26,0,0.00 USD,0.00 USD
2015-09-27,0,0.00 USD,0.00 USD
2015-09-28,0,0.00 USD,0.00 USD
2015-09-29,0,0.00 USD,0.00 USD
2015-09-30,0,0.00 USD,0.00 USD
2015-10-01,0,0.00 USD,0.00 USD
2015-10-02,0,0.00 USD,0.00 USD
2015-10-03,0,0.00 USD,0.00 USD
2015-10-04,0,0.00 USD,0.00 USD
2015-10-05,0,0.00 USD,0.00 USD
2015-10-06,0,0.00 USD,0.00 USD
2015-10-07,0,0.00 USD,0.00 USD
2015-10-08,0,0.00 USD,0.00 USD
2015-10-09,21,27.82 USD,584.31 USD
2015-10-10,16,28.67 USD,458.72 USD
2015-10-11,33,30.22 USD,997.11 USD
2015-10-12,31,22.10 USD,685.05 USD
2015-10-13,20,29.00 USD,580.04 USD
2015-10-14,20,22.76 USD,455.20 USD
2015-10-15,15,26.52 USD,397.80 USD
2015-10-16,15,30.34 USD,455.07 USD
2015-10-17,24,23.58 USD,565.88 USD
2015-10-18,30,32.49 USD,974.69 USD
2015-10-19,26,30.79 USD,800.66 USD
2015-10-20,21,23.01 USD,483.16 USD
2015-10-21,62,13.84 USD,858.08 USD
2015-10-22,25,29.59 USD,739.74 USD
2015-10-23,26,19.82 USD,515.42 USD
2015-10-24,21,25.43 USD,534.12 USD
2015-10-25,40,23.83 USD,953.34 USD
2015-10-26,24,24.50 USD,587.89 USD
2015-10-27,34,33.18 USD,1128.16 USD
2015-10-28,29,20.75 USD,601.70 USD
2015-10-29,20,34.15 USD,682.96 USD
2015-10-30,19,25.84 USD,490.91 USD
2015-10-31,18,22.23 USD,400.14 USD
2015-11-01,40,21.95 USD,878.06 USD
2015-11-02,23,20.21 USD,464.80 USD
2015-11-03,33,23.03 USD,760.07 USD
2015-11-04,15,45.89 USD,688.29 USD
2015-11-05,22,29.10 USD,640.11 USD
2015-11-06,23,17.88 USD,411.27 USD
2015-11-07,16,28.11 USD,449.71 USD
2015-11-08,30,26.40 USD,791.91 USD
2015-11-09,22,20.56 USD,452.42 USD
2015-11-10,23,20.12 USD,462.76 USD
2015-11-11,22,19.44 USD,427.70 USD
2015-11-12,20,32.83 USD,656.64 USD
2015-11-13,18,5.70 USD,102.66 USD
2015-11-14,21,24.12 USD,506.56 USD
2015-11-15,27,27.51 USD,742.90 USD
2015-11-16,18,25.94 USD,466.92 USD
2015-11-17,31,23.15 USD,717.77 USD
2015-11-18,30,24.62 USD,738.58 USD
2015-11-19,25,24.64 USD,615.97 USD
2015-11-20,12,32.13 USD,385.61 USD
2015-11-21,28,16.87 USD,472.23 USD
2015-11-22,36,27.40 USD,986.45 USD
2015-11-23,31,13.79 USD,427.44 USD
2015-11-24,27,23.48 USD,634.03 USD
2015-11-25,23,18.87 USD,434.01 USD
2015-11-26,13,21.41 USD,278.38 USD
2015-11-27,26,22.62 USD,588.12 USD
2015-11-28,15,32.96 USD,494.34 USD
2015-11-29,31,26.98 USD,836.36 USD
2015-11-30,26,28.40 USD,738.27 USD
2015-12-01,19,25.21 USD,479.00 USD
2015-12-02,43,28.49 USD,1225.22 USD
2015-12-03,19,19.25 USD,365.76 USD
2015-12-04,11,27.95 USD,307.48 USD
2015-12-05,14,30.98 USD,433.72 USD
2015-12-06,22,29.00 USD,638.03 USD
2015-12-07,28,21.22 USD,594.17 USD
2015-12-08,28,15.21 USD,425.92 USD
2015-12-09,27,29.24 USD,789.59 USD
2015-12-10,20,21.27 USD,425.47 USD
2015-12-11,19,17.74 USD,336.98 USD
2015-12-12,21,21.96 USD,461.06 USD
2015-12-13,34,23.65 USD,804.06 USD
2015-12-14,21,35.36 USD,742.58 USD
2015-12-15,45,25.12 USD,1130.37 USD
2015-12-16,31,28.50 USD,883.55 USD
2015-12-17,20,28.79 USD,575.83 USD
