offset,rating
-150,-0.201285476096
-149,-0.195426780802
-148,-0.519234015471
-147,-0.208388974362
-146,0.71797572994
-145,0.317751579566
-144,-0.470629323888
-143,0.0887623660156
-142,-0.255813799854
-141,-0.0795454408453
-140,0.595303950123
-139,0.129742621208
-138,0.493280951973
-137,0.261205916953
-136,-0.11423405627
-135,0.390528173313
-134,-0.110948292719
-133,0.305992765023
-132,-0.0761136340793
-131,-0.304270683829
-130,0.0157941910823
-129,0.00397368117187
-128,0.727416116783
-127,-0.00909170804854
-126,-0.354902092216
-125,0.493948947947
-124,-0.0264177346981
-123,0.00234825697648
-122,0.104790803661
-121,-0.304596482925
-120,0.218958195802
-119,-0.148393533382
-118,-0.278887902595
-117,0.38366748487
-116,0.241033078292
-115,-0.300946969221
-114,0.124713903035
-113,0.225313735586
-112,-0.669369821354
-111,-0.889757291051
-110,-0.129971691328
-109,-0.841921245153
-108,-0.492207737876
-107,0.51535240483
-106,-0.483161694493
-105,0.027678864143
-104,-0.511700909126
-103,0.102368238512
-102,-0.212964591773
-101,-0.380574998661
-100,-0.252970746323
-99,0.0536649499048
-98,0.518963146394
-97,-0.131883155274
-96,0.256049180541
-95,-0.301426232492
-94,0.216093699272
-93,-0.344610328741
-92,0.382724715447
-91,-0.532526437805
-90,0.409822489206
-89,0.0542553482217
-88,-0.598715589115
-87,-0.580637607858
-86,0.310540076269
-85,0.441460585539
-84,0.0127462849196
-83,-0.139262089761
-82,-0.783713992073
-81,-0.458022378721
-80,-0.269834379252
-79,-0.463350271526
-78,-0.554189662996
-77,0.0642926101988
-76,0.436339328556
-75,0.873978280858
-74,-0.288640114983
-73,-0.286992152716
-72,-0.1941885397
-71,0.726344019053
-70,0.488334188936
-69,0.187029962878
-68,0.112992486505
-67,-0.356801353542
-66,0.11797571561
-65,-0.00506193162276
-64,0.286481065854
-63,-0.435647268754
-62,-0.217913891862
-61,0.566863550672
-60,0.309419356029
-59,0.432733508889
-58,0.499202983764
-57,-0.564950058135
-56,0.15151879494
-55,0.505829958646
-54,0.198369846835
-53,-0.296961329143
-52,0.336255739126
-51,-0.226781582866
-50,0.539703913386
-49,0.640830954124
-48,0.588574124611
-47,0.251791426433
-46,0.408170442655
-45,0.48273282769
-44,0.7958680927
-43,-0.0847060797281
-42,0.00198247189807
-41,0.64210160139
-40,0.116122599563
-39,0.765931844267
-38,0.582012035694
-37,-0.0940223085202
-36,-0.158861344388
-35,-0.520922359122
-34,0.653452281844
-33,-0.140954926883
-32,0.0253354860367
-31,0.144615252094
-30,-0.148504914658
-29,-0.619945768945
-28,0.0431971555583
-27,0.248613330936
-26,-0.140590217247
-25,-0.0041959030082
-24,-0.276301446602
-23,-0.450794658746
-22,0.709658777148
-21,-0.089252508433
-20,-0.394575481574
-19,0.233326364047
-18,-0.656600626825
-17,-0.343507598998
-16,0.00346235748443
-15,0.564871788623
-14,-0.333527216867
-13,-0.791837711981
-12,-0.131921256965
-11,0.261737579513
-10,-0.307916061887
-9,0.533746316846
-8,0.197349705545
-7,-0.0471021208507
-6,-0.292789754742
-5,-0.257847782805
-4,0.0912881572828
-3,-0.37732293262
-2,0.134793427589
-1,0.303235297196
0,-0.253197242934
1,-0.0749241253715
2,0.218020807936
3,-0.113030167382
4,-0.173508589943
5,0.531588355424
6,0.0786371203576
7,-0.425275058073
8,0.422060456682
9,-0.485214812276
10,-0.594141143345
11,0.0541629687194
12,-0.131709467259
13,-0.0647728472971
14,-0.289702409545
15,-0.283189856134
16,0.192210452308
