This file was downloaded on February 17 2018 6:20:51 PM UTC-08:00
Keywords,whiskey
Date Range,2015-04-15 - 2018-02-14
Buyer Country: ,AU
Category: ,Alcohol & Food
Listing Format: ,FixedPrice,StoresFixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-04-15,3,56.58 USD,169.74 USD
2015-04-16,1,54.08 USD,54.08 USD
2015-04-17,1,54.39 USD,54.39 USD
2015-04-18,3,82.85 USD,248.56 USD
2015-04-19,3,158.23 USD,474.69 USD
2015-04-20,1,147.60 USD,147.60 USD
2015-04-21,1,61.81 USD,61.81 USD
2015-04-22,1,54.18 USD,54.18 USD
2015-04-23,0,0.00 USD,0.00 USD
2015-04-24,0,0.00 USD,0.00 USD
2015-04-25,2,97.76 USD,195.51 USD
2015-04-26,4,98.97 USD,395.87 USD
2015-04-27,2,136.92 USD,273.83 USD
2015-04-28,10,134.50 USD,1345.03 USD
2015-04-29,3,128.32 USD,384.96 USD
2015-04-30,3,55.31 USD,165.93 USD
2015-05-01,4,95.63 USD,382.52 USD
2015-05-02,2,84.22 USD,168.44 USD
2015-05-03,4,114.58 USD,458.31 USD
2015-05-04,1,86.18 USD,86.18 USD
2015-05-05,2,145.09 USD,290.18 USD
2015-05-06,3,130.95 USD,392.86 USD
2015-05-07,3,125.61 USD,376.83 USD
2015-05-08,0,0.00 USD,0.00 USD
2015-05-09,4,103.72 USD,414.88 USD
2015-05-10,3,94.83 USD,284.48 USD
2015-05-11,1,55.32 USD,55.32 USD
2015-05-12,4,73.21 USD,292.82 USD
2015-05-13,4,150.57 USD,602.28 USD
2015-05-14,3,187.60 USD,562.79 USD
2015-05-15,2,141.44 USD,282.87 USD
2015-05-16,1,57.18 USD,57.18 USD
2015-05-17,3,76.50 USD,229.51 USD
2015-05-18,3,72.48 USD,217.43 USD
2015-05-19,4,65.06 USD,260.24 USD
2015-05-20,3,205.89 USD,617.68 USD
2015-05-21,2,66.95 USD,133.90 USD
2015-05-22,3,77.45 USD,232.36 USD
2015-05-23,1,117.37 USD,117.37 USD
2015-05-24,0,0.00 USD,0.00 USD
2015-05-25,4,128.13 USD,512.51 USD
2015-05-26,7,104.10 USD,728.71 USD
2015-05-27,3,74.57 USD,223.71 USD
2015-05-28,4,94.49 USD,377.95 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,2,13.32 USD,26.63 USD
2015-05-31,7,84.19 USD,589.35 USD
2015-06-01,1,107.16 USD,107.16 USD
2015-06-02,1,152.29 USD,152.29 USD
2015-06-03,173,36.00 USD,6228.30 USD
2015-06-04,103,36.26 USD,3734.38 USD
2015-06-05,42,39.13 USD,1643.36 USD
2015-06-06,42,34.06 USD,1430.70 USD
2015-06-07,1,99.14 USD,99.14 USD
2015-06-08,1,106.76 USD,106.76 USD
2015-06-09,1,152.64 USD,152.64 USD
2015-06-10,13,26.00 USD,338.06 USD
2015-06-11,1,42.63 USD,42.63 USD
2015-06-12,3,77.13 USD,231.40 USD
2015-06-13,3,86.68 USD,260.03 USD
2015-06-14,2,114.16 USD,228.31 USD
2015-06-15,2,31.71 USD,63.42 USD
2015-06-16,0,0.00 USD,0.00 USD
2015-06-17,2,73.67 USD,147.34 USD
2015-06-18,4,86.96 USD,347.85 USD
2015-06-19,0,0.00 USD,0.00 USD
2015-06-20,3,141.53 USD,424.59 USD
2015-06-21,1,201.64 USD,201.64 USD
2015-06-22,4,128.93 USD,515.72 USD
2015-06-23,3,87.91 USD,263.73 USD
2015-06-24,1,193.15 USD,193.15 USD
2015-06-25,5,89.19 USD,445.95 USD
2015-06-26,8,122.16 USD,977.26 USD
2015-06-27,1,76.42 USD,76.42 USD
2015-06-28,1,225.47 USD,225.47 USD
2015-06-29,2,108.91 USD,217.82 USD
2015-06-30,2,63.13 USD,126.25 USD
2015-07-01,3,134.50 USD,403.50 USD
2015-07-02,2,162.92 USD,325.83 USD
2015-07-03,0,0.00 USD,0.00 USD
2015-07-04,9,72.58 USD,653.22 USD
2015-07-05,0,0.00 USD,0.00 USD
2015-07-06,0,0.00 USD,0.00 USD
2015-07-07,0,0.00 USD,0.00 USD
2015-07-08,6,49.97 USD,299.80 USD
2015-07-09,1,3.53 USD,3.53 USD
2015-07-10,1,8.90 USD,8.90 USD
2015-07-11,0,0.00 USD,0.00 USD
2015-07-12,3,119.61 USD,358.84 USD
2015-07-13,1,140.97 USD,140.97 USD
2015-07-14,3,116.93 USD,350.80 USD
2015-07-15,2,61.44 USD,122.87 USD
2015-07-16,2,99.90 USD,199.80 USD
2015-07-17,1,48.23 USD,48.23 USD
2015-07-18,2,6.17 USD,12.34 USD
2015-07-19,3,83.67 USD,251.01 USD
2015-07-20,1,81.21 USD,81.21 USD
2015-07-21,2,60.83 USD,121.65 USD
2015-07-22,2,103.77 USD,207.54 USD
