,offset,clothes,food,furniture,alcohol,total
0,-150,-0.457397109475,0.194597816478,0.275466194014,-0.496782298627,-0.968230795219
1,-149,-0.052804981353,0.00286767224663,-0.574141028688,0.227024603352,-0.794107468885
2,-148,0.010161455794,0.489915842486,-0.889631017273,0.706410341059,0.633713244132
3,-147,0.244228643452,0.0530402117602,-0.655714061194,-0.0501258584423,-0.817142128847
4,-146,0.453572438586,-0.399849781948,-0.334433645376,-0.0494577578212,-0.660337493119
5,-145,0.0637077410344,-0.66722604575,-0.131057009966,0.201449758415,-1.06625111253
6,-144,0.199372714152,-0.0356010374356,-0.158150593396,-0.0608880872546,-0.110534007869
7,-143,-0.202885601932,0.0596085221896,0.0992097453856,0.383567170213,0.678999671713
8,-142,0.178156783889,-0.257261029001,0.0738205525329,-0.0259886985215,-0.0625447821999
9,-141,0.229879994291,-0.1351401381,0.149620642282,0.142971896884,0.774664790714
10,-140,-0.0960754322508,-0.736256683205,0.0360165351137,-0.162581170361,-1.91779350141
11,-139,0.130627532335,-0.614744766211,-0.339655643994,0.0961840887336,-1.45517757827
12,-138,-0.0157376150434,-0.31335636273,0.772568761002,-0.276708288575,0.333532989306
13,-137,-0.28623339812,-0.732508078587,-0.521242809595,0.479155539204,-2.1216574942
14,-136,-0.525419348075,-0.155073020189,-0.991253184269,-0.039428270335,-3.42234764574
15,-135,0.285465239997,0.016706161398,0.135541872336,-0.372008476838,0.131409593787
16,-134,0.0848399309951,0.360096104547,-0.0315105787256,-0.101627611583,0.623595690467
17,-133,0.269334165028,-0.310557671965,0.431265315614,0.729854274726,2.23979216681
18,-132,-0.150459636314,0.0348156794066,0.286797117443,0.351550951187,1.04540822345
19,-131,-0.1361632933,-0.274703336686,-0.308054489446,0.429883888259,-0.578074462347
20,-130,0.109320378623,-0.396725598676,-0.0654179460838,0.131420277412,-0.44280577745
21,-129,0.497970554938,0.370122355423,-0.947194741242,-0.0568870195144,-0.271977700791
22,-128,0.314430506093,-0.637041583236,0.264841126399,0.250734885751,0.385929870015
23,-127,0.134546649046,0.149875001118,-0.793600707111,0.0871843689792,-0.843989375936
24,-126,0.782829413295,-0.31359455632,-0.631332457144,0.456538948419,0.588882696498
25,-125,0.178523532295,-0.161772323565,-0.204847730451,0.402122603045,0.428052162646
26,-124,0.555860143893,0.0842038357767,0.120882363066,0.600070358841,2.72203340315
27,-123,-0.298226887707,0.0765860493777,-0.55686712885,0.46809501601,-0.62082590234
28,-122,-0.195594770632,-0.310130232627,0.7322051664,0.373047368923,1.19905506413
29,-121,-0.352666121366,0.692673201545,-0.0731292081558,0.501104936227,1.5359656165
30,-120,-0.84114207552,0.263715431425,-0.990986357153,0.119984686349,-2.8968566298
31,-119,0.164607739751,0.108355067985,-0.10990353218,-0.62777079177,-0.929423032427
32,-118,-0.557518308189,0.386928649466,0.0736239364269,0.0429387774733,-0.108053889646
33,-117,-0.24927534875,-0.102603740593,0.582932875136,0.307681262701,1.07747009699
34,-116,-0.125744963798,-0.186583723773,0.637482865563,0.458501531233,1.56731141845
35,-115,-0.790866185847,0.589926558063,0.80346001331,0.183954921885,1.57295061482
36,-114,-0.0336182739755,0.0633297505088,-0.125803056419,-0.0745315411351,-0.341246242041
37,-113,-0.651404073388,-0.222351366983,-0.90816267894,0.879232858467,-1.80537052169
38,-112,-0.378017321947,0.382922526623,-0.0258025566748,-0.194734838876,-0.431264381752
39,-111,-0.559381397323,0.517294565114,0.806383600623,0.442507184514,2.41360790586
40,-110,-0.540705626138,0.18168383499,0.377017414895,0.419649433339,0.875290114172
