date,EURAUD,isPartial
2014-11-16,33,False
2014-11-23,20,False
2014-11-30,26,False
2014-12-07,20,False
2014-12-14,54,False
2014-12-21,30,False
2014-12-28,29,False
2015-01-04,19,False
2015-01-11,38,False
2015-01-18,19,False
2015-01-25,37,False
2015-02-01,56,False
2015-02-08,56,False
2015-02-15,25,False
2015-02-22,30,False
2015-03-01,37,False
2015-03-08,55,False
2015-03-15,24,False
2015-03-22,46,False
2015-03-29,51,False
2015-04-05,25,False
2015-04-12,74,False
2015-04-19,18,False
2015-04-26,56,False
2015-05-03,43,False
2015-05-10,37,False
2015-05-17,31,False
2015-05-24,18,False
2015-05-31,31,False
2015-06-07,37,False
2015-06-14,43,False
2015-06-21,68,False
2015-06-28,25,False
2015-07-05,37,False
2015-07-12,19,False
2015-07-19,38,False
2015-07-26,86,False
2015-08-02,31,False
2015-08-09,56,False
2015-08-16,43,False
2015-08-23,54,False
2015-08-30,48,False
2015-09-06,54,False
2015-09-13,58,False
2015-09-20,41,False
2015-09-27,29,False
2015-10-04,46,False
2015-10-11,40,False
2015-10-18,28,False
2015-10-25,11,False
2015-11-01,40,False
2015-11-08,57,False
2015-11-15,51,False
2015-11-22,29,False
2015-11-29,89,False
2015-12-06,46,False
2015-12-13,82,False
2015-12-20,26,False
2015-12-27,39,False
2016-01-03,36,False
2016-01-10,30,False
2016-01-17,24,False
2016-01-24,36,False
2016-01-31,24,False
2016-02-07,48,False
2016-02-14,59,False
2016-02-21,23,False
2016-02-28,58,False
2016-03-06,35,False
2016-03-13,41,False
2016-03-20,55,False
2016-03-27,42,False
2016-04-03,72,False
2016-04-10,60,False
2016-04-17,24,False
2016-04-24,59,False
2016-05-01,79,False
2016-05-08,36,False
2016-05-15,65,False
2016-05-22,42,False
2016-05-29,18,False
2016-06-05,42,False
2016-06-12,30,False
2016-06-19,43,False
2016-06-26,43,False
2016-07-03,39,False
2016-07-10,63,False
2016-07-17,96,False
2016-07-24,58,False
2016-07-31,39,False
2016-08-07,73,False
2016-08-14,34,False
2016-08-21,32,False
2016-08-28,31,False
2016-09-04,63,False
2016-09-11,75,False
2016-09-18,18,False
2016-09-25,67,False
2016-10-02,24,False
2016-10-09,18,False
2016-10-16,48,False
2016-10-23,30,False
2016-10-30,97,False
2016-11-06,58,False
2016-11-13,59,False
2016-11-20,53,False
2016-11-27,57,False
2016-12-04,39,False
2016-12-11,35,False
2016-12-18,49,False
2016-12-25,38,False
2017-01-01,35,False
2017-01-08,51,False
2017-01-15,28,False
2017-01-22,56,False
2017-01-29,60,False
2017-02-05,55,False
2017-02-12,60,False
2017-02-19,39,False
2017-02-26,70,False
2017-03-05,74,False
2017-03-12,59,False
2017-03-19,88,False
2017-03-26,39,False
2017-04-02,38,False
2017-04-09,40,False
2017-04-16,33,False
2017-04-23,44,False
2017-04-30,61,False
2017-05-07,38,False
2017-05-14,82,False
2017-05-21,65,False
2017-05-28,65,False
2017-06-04,52,False
2017-06-11,35,False
2017-06-18,57,False
2017-06-25,78,False
2017-07-02,24,False
2017-07-09,59,False
2017-07-16,48,False
2017-07-23,29,False
2017-07-30,23,False
2017-08-06,57,False
2017-08-13,29,False
2017-08-20,69,False
2017-08-27,57,False
2017-09-03,28,False
2017-09-10,33,False
2017-09-17,50,False
2017-09-24,28,False
2017-10-01,45,False
2017-10-08,50,False
2017-10-15,39,False
2017-10-22,38,False
2017-10-29,17,False
2017-11-05,43,False
2017-11-12,91,False
2017-11-19,27,False
2017-11-26,48,False
2017-12-03,59,False
2017-12-10,65,False
2017-12-17,100,True
