date,EURUSD,isPartial
2016-03-06,49,False
2016-03-13,43,False
2016-03-20,37,False
2016-03-27,40,False
2016-04-03,39,False
2016-04-10,36,False
2016-04-17,39,False
2016-04-24,36,False
2016-05-01,46,False
2016-05-08,28,False
2016-05-15,34,False
2016-05-22,37,False
2016-05-29,35,False
2016-06-05,34,False
2016-06-12,34,False
2016-06-19,59,False
2016-06-26,47,False
2016-07-03,34,False
2016-07-10,33,False
2016-07-17,33,False
2016-07-24,32,False
2016-07-31,31,False
2016-08-07,28,False
2016-08-14,30,False
2016-08-21,26,False
2016-08-28,35,False
2016-09-04,31,False
2016-09-11,25,False
2016-09-18,33,False
2016-09-25,25,False
2016-10-02,28,False
2016-10-09,29,False
2016-10-16,31,False
2016-10-23,29,False
2016-10-30,33,False
2016-11-06,69,False
2016-11-13,49,False
2016-11-20,46,False
2016-11-27,36,False
2016-12-04,55,False
2016-12-11,47,False
2016-12-18,43,False
2016-12-25,32,False
2017-01-01,37,False
2017-01-08,33,False
2017-01-15,41,False
2017-01-22,37,False
2017-01-29,39,False
2017-02-05,33,False
2017-02-12,36,False
2017-02-19,35,False
2017-02-26,37,False
2017-03-05,40,False
2017-03-12,43,False
2017-03-19,34,False
2017-03-26,41,False
2017-04-02,35,False
2017-04-09,37,False
2017-04-16,33,False
2017-04-23,54,False
2017-04-30,45,False
2017-05-07,46,False
2017-05-14,43,False
2017-05-21,44,False
2017-05-28,45,False
2017-06-04,39,False
2017-06-11,42,False
2017-06-18,31,False
2017-06-25,47,False
2017-07-02,36,False
2017-07-09,36,False
2017-07-16,41,False
2017-07-23,45,False
2017-07-30,46,False
2017-08-06,44,False
2017-08-13,38,False
2017-08-20,35,False
2017-08-27,49,False
2017-09-03,46,False
2017-09-10,36,False
2017-09-17,38,False
2017-09-24,47,False
2017-10-01,41,False
2017-10-08,41,False
2017-10-15,39,False
2017-10-22,45,False
2017-10-29,40,False
2017-11-05,40,False
2017-11-12,39,False
2017-11-19,35,False
2017-11-26,49,False
2017-12-03,49,False
2017-12-10,41,False
2017-12-17,41,True
