date,EURAUD,isPartial
2012-12-30,64,False
2013-01-06,58,False
2013-01-13,11,False
2013-01-20,56,False
2013-01-27,56,False
2013-02-03,0,False
2013-02-10,34,False
2013-02-17,0,False
2013-02-24,0,False
2013-03-03,22,False
2013-03-10,11,False
2013-03-17,11,False
2013-03-24,23,False
2013-03-31,33,False
2013-04-07,11,False
2013-04-14,22,False
2013-04-21,22,False
2013-04-28,45,False
2013-05-05,11,False
2013-05-12,11,False
2013-05-19,22,False
2013-05-26,33,False
2013-06-02,33,False
2013-06-09,33,False
2013-06-16,33,False
2013-06-23,33,False
2013-06-30,11,False
2013-07-07,23,False
2013-07-14,45,False
2013-07-21,23,False
2013-07-28,34,False
2013-08-04,34,False
2013-08-11,23,False
2013-08-18,22,False
2013-08-25,32,False
2013-09-01,32,False
2013-09-08,21,False
2013-09-15,21,False
2013-09-22,21,False
2013-09-29,41,False
2013-10-06,42,False
2013-10-13,42,False
2013-10-20,10,False
2013-10-27,10,False
2013-11-03,20,False
2013-11-10,0,False
2013-11-17,30,False
2013-11-24,40,False
2013-12-01,20,False
2013-12-08,71,False
2013-12-15,41,False
2013-12-22,23,False
2013-12-29,22,False
2014-01-05,20,False
2014-01-12,78,False
2014-01-19,48,False
2014-01-26,19,False
2014-02-02,20,False
2014-02-09,47,False
2014-02-16,28,False
2014-02-23,0,False
2014-03-02,10,False
2014-03-09,0,False
2014-03-16,29,False
2014-03-23,38,False
2014-03-30,57,False
2014-04-06,10,False
2014-04-13,20,False
2014-04-20,29,False
2014-04-27,39,False
2014-05-04,10,False
2014-05-11,9,False
2014-05-18,40,False
2014-05-25,11,False
2014-06-01,64,False
2014-06-08,11,False
2014-06-15,32,False
2014-06-22,32,False
2014-06-29,22,False
2014-07-06,11,False
2014-07-13,44,False
2014-07-20,0,False
2014-07-27,11,False
2014-08-03,11,False
2014-08-10,0,False
2014-08-17,32,False
2014-08-24,42,False
2014-08-31,31,False
2014-09-07,31,False
2014-09-14,41,False
2014-09-21,70,False
2014-09-28,20,False
2014-10-05,40,False
2014-10-12,10,False
2014-10-19,0,False
2014-10-26,0,False
2014-11-02,10,False
2014-11-09,29,False
2014-11-16,39,False
2014-11-23,10,False
2014-11-30,19,False
2014-12-07,19,False
2014-12-14,40,False
2014-12-21,32,False
2014-12-28,11,False
2015-01-04,19,False
2015-01-11,9,False
2015-01-18,18,False
2015-01-25,18,False
2015-02-01,37,False
2015-02-08,64,False
2015-02-15,28,False
2015-02-22,27,False
2015-03-01,18,False
2015-03-08,18,False
2015-03-15,18,False
2015-03-22,10,False
2015-03-29,65,False
2015-04-05,18,False
2015-04-12,63,False
2015-04-19,9,False
2015-04-26,28,False
2015-05-03,36,False
2015-05-10,9,False
2015-05-17,27,False
2015-05-24,9,False
2015-05-31,9,False
2015-06-07,9,False
2015-06-14,37,False
2015-06-21,64,False
2015-06-28,9,False
2015-07-05,27,False
2015-07-12,18,False
2015-07-19,37,False
2015-07-26,100,False
2015-08-02,28,False
2015-08-09,27,False
2015-08-16,36,False
2015-08-23,27,False
2015-08-30,53,False
2015-09-06,45,False
2015-09-13,34,False
2015-09-20,43,False
2015-09-27,17,False
2015-10-04,34,False
2015-10-11,42,False
2015-10-18,33,False
2015-10-25,8,False
2015-11-01,33,False
2015-11-08,50,False
2015-11-15,25,False
2015-11-22,25,False
2015-11-29,58,False
2015-12-06,17,False
2015-12-13,69,False
2015-12-20,19,False
2015-12-27,29,False
2016-01-03,36,False
2016-01-10,26,False
2016-01-17,18,False
2016-01-24,18,False
2016-01-31,18,False
2016-02-07,53,False
2016-02-14,61,False
2016-02-21,9,False
2016-02-28,34,False
2016-03-06,26,False
2016-03-13,9,False
2016-03-20,36,False
2016-03-27,18,False
2016-04-03,0,False
2016-04-10,26,False
2016-04-17,17,False
2016-04-24,44,False
2016-05-01,71,False
2016-05-08,43,False
2016-05-15,52,False
2016-05-22,45,False
2016-05-29,9,False
2016-06-05,53,False
2016-06-12,18,False
2016-06-19,18,False
2016-06-26,18,False
2016-07-03,38,False
2016-07-10,38,False
2016-07-17,66,False
2016-07-24,19,False
2016-07-31,39,False
2016-08-07,78,False
2016-08-14,30,False
2016-08-21,10,False
2016-08-28,28,False
2016-09-04,27,False
2016-09-11,46,False
2016-09-18,18,False
2016-09-25,36,False
2016-10-02,18,False
2016-10-09,18,False
2016-10-16,18,False
2016-10-23,27,False
2016-10-30,0,False
2016-11-06,43,False
2016-11-13,35,False
2016-11-20,52,False
2016-11-27,50,False
2016-12-04,50,False
2016-12-11,34,False
2016-12-18,36,False
2016-12-25,19,False
2017-01-01,17,False
2017-01-08,50,False
2017-01-15,24,False
2017-01-22,41,False
2017-01-29,49,False
2017-02-05,41,False
2017-02-12,72,False
2017-02-19,33,False
2017-02-26,48,False
2017-03-05,31,False
2017-03-12,55,False
2017-03-19,73,False
2017-03-26,24,False
2017-04-02,33,False
2017-04-09,42,False
2017-04-16,25,False
2017-04-23,24,False
2017-04-30,57,False
2017-05-07,49,False
2017-05-14,52,False
2017-05-21,35,False
2017-05-28,52,False
2017-06-04,43,False
2017-06-11,35,False
2017-06-18,17,False
2017-06-25,71,False
2017-07-02,27,False
2017-07-09,26,False
2017-07-16,44,False
2017-07-23,17,False
2017-07-30,8,False
2017-08-06,50,False
2017-08-13,26,False
2017-08-20,34,False
2017-08-27,50,False
2017-09-03,17,False
2017-09-10,8,False
2017-09-17,33,False
2017-09-24,25,False
2017-10-01,33,False
2017-10-08,33,False
2017-10-15,33,False
2017-10-22,40,False
2017-10-29,8,False
2017-11-05,24,False
2017-11-12,55,False
2017-11-19,16,False
2017-11-26,31,False
2017-12-03,16,False
2017-12-10,48,False
2017-12-17,68,True
