date,EURCAD,isPartial
2015-10-04,9,False
2015-10-11,26,False
2015-10-18,17,False
2015-10-25,26,False
2015-11-01,17,False
2015-11-08,9,False
2015-11-15,9,False
2015-11-22,26,False
2015-11-29,34,False
2015-12-06,35,False
2015-12-13,18,False
2015-12-20,49,False
2015-12-27,20,False
2016-01-03,65,False
2016-01-10,55,False
2016-01-17,93,False
2016-01-24,55,False
2016-01-31,55,False
2016-02-07,46,False
2016-02-14,45,False
2016-02-21,9,False
2016-02-28,88,False
2016-03-06,36,False
2016-03-13,18,False
2016-03-20,28,False
2016-03-27,18,False
2016-04-03,9,False
2016-04-10,92,False
2016-04-17,18,False
2016-04-24,82,False
2016-05-01,65,False
2016-05-08,36,False
2016-05-15,27,False
2016-05-22,28,False
2016-05-29,9,False
2016-06-05,55,False
2016-06-12,37,False
2016-06-19,47,False
2016-06-26,47,False
2016-07-03,10,False
2016-07-10,59,False
2016-07-17,39,False
2016-07-24,30,False
2016-07-31,10,False
2016-08-07,40,False
2016-08-14,10,False
2016-08-21,10,False
2016-08-28,10,False
2016-09-04,38,False
2016-09-11,38,False
2016-09-18,28,False
2016-09-25,47,False
2016-10-02,37,False
2016-10-09,9,False
2016-10-16,18,False
2016-10-23,28,False
2016-10-30,19,False
2016-11-06,36,False
2016-11-13,55,False
2016-11-20,36,False
2016-11-27,35,False
2016-12-04,17,False
2016-12-11,53,False
2016-12-18,47,False
2016-12-25,29,False
2017-01-01,27,False
2017-01-08,34,False
2017-01-15,25,False
2017-01-22,34,False
2017-01-29,8,False
2017-02-05,34,False
2017-02-12,33,False
2017-02-19,34,False
2017-02-26,25,False
2017-03-05,49,False
2017-03-12,33,False
2017-03-19,68,False
2017-03-26,34,False
2017-04-02,34,False
2017-04-09,44,False
2017-04-16,26,False
2017-04-23,25,False
2017-04-30,43,False
2017-05-07,17,False
2017-05-14,45,False
2017-05-21,73,False
2017-05-28,18,False
2017-06-04,18,False
2017-06-11,100,False
2017-06-18,9,False
2017-06-25,46,False
2017-07-02,65,False
2017-07-09,18,False
2017-07-16,18,False
2017-07-23,36,False
2017-07-30,17,False
2017-08-06,17,False
2017-08-13,27,False
2017-08-20,9,False
2017-08-27,18,False
2017-09-03,70,False
2017-09-10,25,False
2017-09-17,26,False
2017-09-24,60,False
2017-10-01,43,False
2017-10-08,59,False
2017-10-15,17,False
2017-10-22,17,False
2017-10-29,25,False
2017-11-05,25,False
2017-11-12,49,False
2017-11-19,33,False
2017-11-26,73,False
2017-12-03,33,False
2017-12-10,75,False
2017-12-17,71,True
