date,EURUSD,isPartial
2015-03-29,50,False
2015-04-05,44,False
2015-04-12,47,False
2015-04-19,38,False
2015-04-26,44,False
2015-05-03,51,False
2015-05-10,47,False
2015-05-17,47,False
2015-05-24,43,False
2015-05-31,44,False
2015-06-07,48,False
2015-06-14,41,False
2015-06-21,51,False
2015-06-28,100,False
2015-07-05,76,False
2015-07-12,51,False
2015-07-19,39,False
2015-07-26,37,False
2015-08-02,41,False
2015-08-09,39,False
2015-08-16,44,False
2015-08-23,64,False
2015-08-30,51,False
2015-09-06,41,False
2015-09-13,50,False
2015-09-20,41,False
2015-09-27,38,False
2015-10-04,31,False
2015-10-11,34,False
2015-10-18,43,False
2015-10-25,49,False
2015-11-01,43,False
2015-11-08,42,False
2015-11-15,47,False
2015-11-22,35,False
2015-11-29,58,False
2015-12-06,48,False
2015-12-13,52,False
2015-12-20,35,False
2015-12-27,30,False
2016-01-03,39,False
2016-01-10,37,False
2016-01-17,36,False
2016-01-24,35,False
2016-01-31,39,False
2016-02-07,42,False
2016-02-14,38,False
2016-02-21,38,False
2016-02-28,36,False
2016-03-06,50,False
2016-03-13,41,False
2016-03-20,31,False
2016-03-27,40,False
2016-04-03,36,False
2016-04-10,33,False
2016-04-17,36,False
2016-04-24,36,False
2016-05-01,44,False
2016-05-08,27,False
2016-05-15,33,False
2016-05-22,35,False
2016-05-29,32,False
2016-06-05,32,False
2016-06-12,28,False
2016-06-19,55,False
2016-06-26,51,False
2016-07-03,31,False
2016-07-10,31,False
2016-07-17,35,False
2016-07-24,33,False
2016-07-31,29,False
2016-08-07,29,False
2016-08-14,31,False
2016-08-21,27,False
2016-08-28,28,False
2016-09-04,34,False
2016-09-11,22,False
2016-09-18,27,False
2016-09-25,22,False
2016-10-02,23,False
2016-10-09,29,False
2016-10-16,30,False
2016-10-23,27,False
2016-10-30,32,False
2016-11-06,70,False
2016-11-13,47,False
2016-11-20,39,False
2016-11-27,29,False
2016-12-04,47,False
2016-12-11,45,False
2016-12-18,38,False
2016-12-25,28,False
2017-01-01,27,False
2017-01-08,31,False
2017-01-15,44,False
2017-01-22,35,False
2017-01-29,38,False
2017-02-05,33,False
2017-02-12,30,False
2017-02-19,29,False
2017-02-26,36,False
2017-03-05,42,False
2017-03-12,42,False
2017-03-19,32,False
2017-03-26,38,False
2017-04-02,29,False
2017-04-09,31,False
2017-04-16,36,False
2017-04-23,54,False
2017-04-30,51,False
2017-05-07,39,False
2017-05-14,38,False
2017-05-21,43,False
2017-05-28,41,False
2017-06-04,39,False
2017-06-11,44,False
2017-06-18,28,False
2017-06-25,41,False
2017-07-02,37,False
2017-07-09,32,False
2017-07-16,40,False
2017-07-23,40,False
2017-07-30,45,False
2017-08-06,38,False
2017-08-13,34,False
2017-08-20,33,False
2017-08-27,47,False
2017-09-03,45,False
2017-09-10,39,False
2017-09-17,37,False
2017-09-24,47,False
2017-10-01,40,False
2017-10-08,41,False
2017-10-15,35,False
2017-10-22,45,False
2017-10-29,37,False
2017-11-05,43,False
2017-11-12,39,False
2017-11-19,33,False
2017-11-26,38,False
2017-12-03,46,False
2017-12-10,42,False
2017-12-17,35,True
