date,EURUSD,isPartial
2012-12-30,25,False
2013-01-06,32,False
2013-01-13,35,False
2013-01-20,24,False
2013-01-27,36,False
2013-02-03,29,False
2013-02-10,27,False
2013-02-17,30,False
2013-02-24,31,False
2013-03-03,26,False
2013-03-10,40,False
2013-03-17,34,False
2013-03-24,44,False
2013-03-31,31,False
2013-04-07,27,False
2013-04-14,25,False
2013-04-21,24,False
2013-04-28,28,False
2013-05-05,20,False
2013-05-12,40,False
2013-05-19,25,False
2013-05-26,25,False
2013-06-02,23,False
2013-06-09,27,False
2013-06-16,25,False
2013-06-23,29,False
2013-06-30,32,False
2013-07-07,34,False
2013-07-14,22,False
2013-07-21,20,False
2013-07-28,28,False
2013-08-04,35,False
2013-08-11,27,False
2013-08-18,30,False
2013-08-25,21,False
2013-09-01,30,False
2013-09-08,24,False
2013-09-15,24,False
2013-09-22,32,False
2013-09-29,27,False
2013-10-06,24,False
2013-10-13,25,False
2013-10-20,34,False
2013-10-27,29,False
2013-11-03,33,False
2013-11-10,31,False
2013-11-17,25,False
2013-11-24,32,False
2013-12-01,30,False
2013-12-08,29,False
2013-12-15,30,False
2013-12-22,26,False
2013-12-29,32,False
2014-01-05,21,False
2014-01-12,28,False
2014-01-19,22,False
2014-01-26,31,False
2014-02-02,24,False
2014-02-09,29,False
2014-02-16,27,False
2014-02-23,21,False
2014-03-02,40,False
2014-03-09,32,False
2014-03-16,31,False
2014-03-23,28,False
2014-03-30,30,False
2014-04-06,31,False
2014-04-13,27,False
2014-04-20,21,False
2014-04-27,18,False
2014-05-04,35,False
2014-05-11,30,False
2014-05-18,23,False
2014-05-25,21,False
2014-06-01,36,False
2014-06-08,32,False
2014-06-15,21,False
2014-06-22,26,False
2014-06-29,19,False
2014-07-06,19,False
2014-07-13,26,False
2014-07-20,30,False
2014-07-27,20,False
2014-08-03,23,False
2014-08-10,20,False
2014-08-17,27,False
2014-08-24,36,False
2014-08-31,34,False
2014-09-07,31,False
2014-09-14,38,False
2014-09-21,27,False
2014-09-28,36,False
2014-10-05,32,False
2014-10-12,32,False
2014-10-19,35,False
2014-10-26,34,False
2014-11-02,33,False
2014-11-09,30,False
2014-11-16,30,False
2014-11-23,29,False
2014-11-30,38,False
2014-12-07,34,False
2014-12-14,31,False
2014-12-21,27,False
2014-12-28,32,False
2015-01-04,43,False
2015-01-11,53,False
2015-01-18,70,False
2015-01-25,76,False
2015-02-01,50,False
2015-02-08,36,False
2015-02-15,51,False
2015-02-22,42,False
2015-03-01,57,False
2015-03-08,77,False
2015-03-15,72,False
2015-03-22,60,False
