model,description,metric,metric_code,value,rating,link
SSE-AD-5398689,R8 - 2015 Audi R8 Auto quattro,price,price,180000,3.31,https://www.carsales.com.au/private/details/Audi-R8-2015/SSE-AD-5398689/?Cr=15
SSE-AD-5398689,R8 - 2015 Audi R8 Auto quattro,milage,milage,11670,3.31,https://www.carsales.com.au/private/details/Audi-R8-2015/SSE-AD-5398689/?Cr=15
SSE-AD-5398689,R8 - 2015 Audi R8 Auto quattro,age,age,3,3.31,https://www.carsales.com.au/private/details/Audi-R8-2015/SSE-AD-5398689/?Cr=15
OAG-AD-16147529,R8 - 2015 Audi R8 Auto quattro,price,price,215888,2.94,https://www.carsales.com.au/dealer/details/Audi-R8-2015/OAG-AD-16147529/?Cr=30
OAG-AD-16147529,R8 - 2015 Audi R8 Auto quattro,milage,milage,2781,2.94,https://www.carsales.com.au/dealer/details/Audi-R8-2015/OAG-AD-16147529/?Cr=30
OAG-AD-16147529,R8 - 2015 Audi R8 Auto quattro,age,age,3,2.94,https://www.carsales.com.au/dealer/details/Audi-R8-2015/OAG-AD-16147529/?Cr=30
OAG-AD-16311916,R8 - 2013 Audi R8 Auto quattro,price,price,169990,2.38,https://www.carsales.com.au/dealer/details/Audi-R8-2013/OAG-AD-16311916/?Cr=29
OAG-AD-16311916,R8 - 2013 Audi R8 Auto quattro,milage,milage,19890,2.38,https://www.carsales.com.au/dealer/details/Audi-R8-2013/OAG-AD-16311916/?Cr=29
OAG-AD-16311916,R8 - 2013 Audi R8 Auto quattro,age,age,5,2.38,https://www.carsales.com.au/dealer/details/Audi-R8-2013/OAG-AD-16311916/?Cr=29
SSE-AD-5414903,R8 - 2016 Audi R8 Auto quattro,price,price,229999,2.32,https://www.carsales.com.au/private/details/Audi-R8-2016/SSE-AD-5414903/?Cr=17
SSE-AD-5414903,R8 - 2016 Audi R8 Auto quattro,milage,milage,8150,2.32,https://www.carsales.com.au/private/details/Audi-R8-2016/SSE-AD-5414903/?Cr=17
SSE-AD-5414903,R8 - 2016 Audi R8 Auto quattro,age,age,2,2.32,https://www.carsales.com.au/private/details/Audi-R8-2016/SSE-AD-5414903/?Cr=17
OAG-AD-15954883,R8 - 2011 Audi R8 Manual quattro,price,price,149990,2.29,https://www.carsales.com.au/dealer/details/Audi-R8-2011/OAG-AD-15954883/?Cr=6
OAG-AD-15954883,R8 - 2011 Audi R8 Manual quattro,milage,milage,21800,2.29,https://www.carsales.com.au/dealer/details/Audi-R8-2011/OAG-AD-15954883/?Cr=6
OAG-AD-15954883,R8 - 2011 Audi R8 Manual quattro,age,age,7,2.29,https://www.carsales.com.au/dealer/details/Audi-R8-2011/OAG-AD-15954883/?Cr=6
OAG-AD-15954883,R8 - 2011 Audi R8 Manual quattro,price,price,149990,2.29,https://www.carsales.com.au/dealer/details/Audi-R8-2011/OAG-AD-15954883/?Cr=6
OAG-AD-15954883,R8 - 2011 Audi R8 Manual quattro,milage,milage,21800,2.29,https://www.carsales.com.au/dealer/details/Audi-R8-2011/OAG-AD-15954883/?Cr=6
OAG-AD-15954883,R8 - 2011 Audi R8 Manual quattro,age,age,7,2.29,https://www.carsales.com.au/dealer/details/Audi-R8-2011/OAG-AD-15954883/?Cr=6
SSE-AD-5302602,R8 - 2015 Audi R8 Auto quattro,price,price,199990,2.15,https://www.carsales.com.au/private/details/Audi-R8-2015/SSE-AD-5302602/?Cr=53
SSE-AD-5302602,R8 - 2015 Audi R8 Auto quattro,milage,milage,18003,2.15,https://www.carsales.com.au/private/details/Audi-R8-2015/SSE-AD-5302602/?Cr=53
SSE-AD-5302602,R8 - 2015 Audi R8 Auto quattro,age,age,3,2.15,https://www.carsales.com.au/private/details/Audi-R8-2015/SSE-AD-5302602/?Cr=53
SSE-AD-5007241,R8 - 2016 Audi R8 Auto quattro,price,price,249800,2.15,https://www.carsales.com.au/private/details/Audi-R8-2016/SSE-AD-5007241/?Cr=33
SSE-AD-5007241,R8 - 2016 Audi R8 Auto quattro,milage,milage,2900,2.15,https://www.carsales.com.au/private/details/Audi-R8-2016/SSE-AD-5007241/?Cr=33
SSE-AD-5007241,R8 - 2016 Audi R8 Auto quattro,age,age,2,2.15,https://www.carsales.com.au/private/details/Audi-R8-2016/SSE-AD-5007241/?Cr=33
SSE-AD-5557821,R8 - 2009 Audi R8 Auto quattro,price,price,133000,1.83,https://www.carsales.com.au/private/details/Audi-R8-2009/SSE-AD-5557821/?Cr=3
SSE-AD-5557821,R8 - 2009 Audi R8 Auto quattro,milage,milage,27000,1.83,https://www.carsales.com.au/private/details/Audi-R8-2009/SSE-AD-5557821/?Cr=3
SSE-AD-5557821,R8 - 2009 Audi R8 Auto quattro,age,age,9,1.83,https://www.carsales.com.au/private/details/Audi-R8-2009/SSE-AD-5557821/?Cr=3
SSE-AD-5557821,R8 - 2009 Audi R8 Auto quattro,price,price,133000,1.83,https://www.carsales.com.au/private/details/Audi-R8-2009/SSE-AD-5557821/?Cr=3
SSE-AD-5557821,R8 - 2009 Audi R8 Auto quattro,milage,milage,27000,1.83,https://www.carsales.com.au/private/details/Audi-R8-2009/SSE-AD-5557821/?Cr=3
SSE-AD-5557821,R8 - 2009 Audi R8 Auto quattro,age,age,9,1.83,https://www.carsales.com.au/private/details/Audi-R8-2009/SSE-AD-5557821/?Cr=3
OAG-AD-16204600,R8 - 2008 Audi R8 Auto quattro,price,price,129990,1.83,https://www.carsales.com.au/dealer/details/Audi-R8-2008/OAG-AD-16204600/?Cr=5
OAG-AD-16204600,R8 - 2008 Audi R8 Auto quattro,milage,milage,24898,1.83,https://www.carsales.com.au/dealer/details/Audi-R8-2008/OAG-AD-16204600/?Cr=5
OAG-AD-16204600,R8 - 2008 Audi R8 Auto quattro,age,age,10,1.83,https://www.carsales.com.au/dealer/details/Audi-R8-2008/OAG-AD-16204600/?Cr=5
OAG-AD-16204600,R8 - 2008 Audi R8 Auto quattro,price,price,129990,1.83,https://www.carsales.com.au/dealer/details/Audi-R8-2008/OAG-AD-16204600/?Cr=5
OAG-AD-16204600,R8 - 2008 Audi R8 Auto quattro,milage,milage,24898,1.83,https://www.carsales.com.au/dealer/details/Audi-R8-2008/OAG-AD-16204600/?Cr=5
OAG-AD-16204600,R8 - 2008 Audi R8 Auto quattro,age,age,10,1.83,https://www.carsales.com.au/dealer/details/Audi-R8-2008/OAG-AD-16204600/?Cr=5
OAG-AD-16096481,R8 - 2018 Audi R8 RWS Auto,price,price,298864,1.23,https://www.carsales.com.au/demo/details/Audi-R8-2018/OAG-AD-16096481/?Cr=31
OAG-AD-16096481,R8 - 2018 Audi R8 RWS Auto,milage,milage,2261,1.23,https://www.carsales.com.au/demo/details/Audi-R8-2018/OAG-AD-16096481/?Cr=31
OAG-AD-16096481,R8 - 2018 Audi R8 RWS Auto,age,age,0,1.23,https://www.carsales.com.au/demo/details/Audi-R8-2018/OAG-AD-16096481/?Cr=31
OAG-AD-14989277,R8 - 2017 Audi R8 Auto quattro,price,price,299000,1.14,https://www.carsales.com.au/bncis/details/Audi-R8-2017/OAG-AD-14989277/?Cr=12
OAG-AD-14989277,R8 - 2017 Audi R8 Auto quattro,milage,milage,10,1.14,https://www.carsales.com.au/bncis/details/Audi-R8-2017/OAG-AD-14989277/?Cr=12
OAG-AD-14989277,R8 - 2017 Audi R8 Auto quattro,age,age,1,1.14,https://www.carsales.com.au/bncis/details/Audi-R8-2017/OAG-AD-14989277/?Cr=12
SSE-AD-5524625,R8 - 2012 Audi R8 Auto quattro,price,price,179990,0.93,https://www.carsales.com.au/private/details/Audi-R8-2012/SSE-AD-5524625/?Cr=24
SSE-AD-5524625,R8 - 2012 Audi R8 Auto quattro,milage,milage,30150,0.93,https://www.carsales.com.au/private/details/Audi-R8-2012/SSE-AD-5524625/?Cr=24
SSE-AD-5524625,R8 - 2012 Audi R8 Auto quattro,age,age,6,0.93,https://www.carsales.com.au/private/details/Audi-R8-2012/SSE-AD-5524625/?Cr=24
OAG-AD-15817583,R8 - 2014 Audi R8 Auto quattro,price,price,209900,0.86,https://www.carsales.com.au/dealer/details/Audi-R8-2014/OAG-AD-15817583/?Cr=39
OAG-AD-15817583,R8 - 2014 Audi R8 Auto quattro,milage,milage,26431,0.86,https://www.carsales.com.au/dealer/details/Audi-R8-2014/OAG-AD-15817583/?Cr=39
