This file was downloaded on March 15 2018 3:12:42 PM UTC-07:00
Keywords,shiraz
Date Range,2015-03-14 - 2018-03-11
Buyer Country: ,AU
Category: ,Wines (Red)
Product Condition: ,New
Listing Format: ,StoresFixedPrice,FixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-03-14,4,91.55 USD,366.18 USD
2015-03-15,5,83.76 USD,418.79 USD
2015-03-16,2,75.92 USD,151.84 USD
2015-03-17,2,48.24 USD,96.47 USD
2015-03-18,10,120.18 USD,1201.83 USD
2015-03-19,1,153.07 USD,153.07 USD
2015-03-20,4,29.71 USD,118.83 USD
2015-03-21,3,51.47 USD,154.41 USD
2015-03-22,2,36.10 USD,72.19 USD
2015-03-23,4,65.14 USD,260.56 USD
2015-03-24,4,44.55 USD,178.18 USD
2015-03-25,6,68.24 USD,409.46 USD
2015-03-26,0,0.00 USD,0.00 USD
2015-03-27,2,46.96 USD,93.92 USD
2015-03-28,5,81.28 USD,406.39 USD
2015-03-29,0,0.00 USD,0.00 USD
2015-03-30,1,42.64 USD,42.64 USD
2015-03-31,3,281.61 USD,844.84 USD
2015-04-01,2,35.52 USD,71.04 USD
2015-04-02,2,153.91 USD,307.81 USD
2015-04-03,9,74.85 USD,673.63 USD
2015-04-04,5,105.53 USD,527.66 USD
2015-04-05,4,48.47 USD,193.89 USD
2015-04-06,0,0.00 USD,0.00 USD
2015-04-07,10,62.66 USD,626.57 USD
2015-04-08,2,95.79 USD,191.58 USD
2015-04-09,4,45.46 USD,181.82 USD
2015-04-10,7,67.15 USD,470.05 USD
2015-04-11,1,115.23 USD,115.23 USD
2015-04-12,2,62.96 USD,125.91 USD
2015-04-13,10,71.30 USD,713.02 USD
2015-04-14,3,30.37 USD,91.10 USD
2015-04-15,9,85.79 USD,772.13 USD
2015-04-16,3,64.96 USD,194.89 USD
2015-04-17,5,55.15 USD,275.76 USD
2015-04-18,11,41.26 USD,453.89 USD
2015-04-19,3,84.80 USD,254.40 USD
2015-04-20,12,78.63 USD,943.54 USD
2015-04-21,4,71.55 USD,286.19 USD
2015-04-22,6,90.96 USD,545.78 USD
2015-04-23,10,115.39 USD,1153.94 USD
2015-04-24,6,58.69 USD,352.14 USD
2015-04-25,3,88.10 USD,264.31 USD
2015-04-26,4,77.34 USD,309.35 USD
