"date","open","high","low","close","volume","oi"
10/08/2001,3179.10,3179.10,3128.20,3139.90,,-0.0123
10/09/2001,3139.90,3154.40,3133.90,3153.00,,0.0042
10/10/2001,3153.00,3153.00,3128.90,3137.00,,-0.0051
10/11/2001,3137.00,3205.80,3137.00,3199.20,,0.0198
10/12/2001,3199.20,3244.20,3199.20,3225.10,,0.0081
10/15/2001,3225.10,3225.10,3185.90,3199.00,,-0.0081
10/16/2001,3199.00,3221.60,3199.00,3210.70,,0.0037
10/17/2001,3210.70,3237.90,3209.30,3237.90,,0.0085
10/18/2001,3237.90,3237.90,3183.10,3199.60,,-0.0118
10/19/2001,3199.60,3199.60,3172.40,3175.40,,-0.0076
10/22/2001,3175.40,3185.80,3172.50,3180.00,,0.0014
10/23/2001,3180.00,3218.00,3180.00,3213.30,,0.0105
10/24/2001,3213.30,3251.10,3202.80,3246.00,,0.0102
10/25/2001,3246.00,3258.60,3241.60,3254.70,,0.0027
10/26/2001,3254.70,3285.90,3254.70,3276.20,,0.0066
10/29/2001,3276.20,3284.10,3256.20,3256.20,,-0.0061
10/30/2001,3256.20,3256.20,3232.10,3252.80,,-0.001
10/31/2001,3252.80,3252.80,3228.90,3249.60,,-0.001
11/01/2001,3249.60,3258.10,3245.30,3248.80,,-0.0002
11/02/2001,3248.80,3268.40,3232.30,3239.90,,-0.0027
11/05/2001,3239.90,3253.40,3222.40,3225.80,,-0.0044
11/06/2001,3225.80,3285.10,3225.80,3285.10,,0.0184
11/07/2001,3285.10,3289.50,3252.60,3252.60,,-0.0099
11/08/2001,3252.60,3290.20,3249.70,3269.40,,0.0052
11/09/2001,3269.40,3288.00,3269.40,3286.00,,0.0051
11/12/2001,3286.00,3307.20,3282.50,3305.40,,0.0059
11/13/2001,3305.40,3305.40,3278.90,3291.70,,-0.0041
11/14/2001,3291.70,3345.70,3291.70,3336.80,,0.0137
11/15/2001,3336.80,3350.60,3332.50,3344.70,,0.0024
11/16/2001,3344.70,3344.70,3322.50,3322.50,,-0.0066
11/19/2001,3322.50,3331.90,3310.20,3331.90,,0.0028
11/20/2001,3331.90,3361.70,3331.90,3353.00,,0.0063
11/21/2001,3353.00,3353.00,3332.00,3336.30,,-0.005
11/22/2001,3336.30,3336.30,3319.90,3324.20,,-0.0036
11/23/2001,3324.20,3344.60,3323.50,3332.90,,0.0026
11/26/2001,3332.90,3360.50,3332.40,3348.50,,0.0047
11/27/2001,3348.50,3370.50,3348.50,3355.80,,0.0022
11/28/2001,3355.80,3358.20,3347.10,3353.20,,-0.0008
11/29/2001,3353.20,3353.20,3324.30,3329.50,,-0.0071
11/30/2001,3329.50,3363.70,3329.50,3337.40,,0.0024
12/03/2001,3337.50,3350.70,3321.90,3328.80,,-0.0026
12/04/2001,3328.80,3338.20,3321.80,3324.40,,-0.0013
12/05/2001,3324.40,3355.00,3324.40,3347.80,,0.007
12/06/2001,3347.80,3381.10,3347.80,3352.80,,0.0015
12/07/2001,3352.80,3377.30,3348.40,3371.80,,0.0057
12/10/2001,3371.80,3374.00,3340.00,3360.70,,-0.0033
12/11/2001,3360.70,3360.70,3340.80,3359.60,,-0.0003
12/12/2001,3359.60,3363.50,3319.20,3322.10,,-0.0112
12/13/2001,3322.10,3324.50,3304.60,3312.50,,-0.0029
12/14/2001,3312.50,3312.50,3288.40,3290.80,,-0.0066
12/17/2001,3290.80,3309.10,3289.60,3289.60,,-0.0004
12/18/2001,3289.60,3324.70,3289.60,3320.50,,0.0094
12/19/2001,3320.50,3337.00,3320.50,3324.10,,0.0011
12/20/2001,3324.10,3345.70,3321.80,3343.90,,0.006
12/21/2001,3343.90,3379.30,3330.90,3374.50,,0.0092
12/24/2001,3374.50,3394.30,3374.50,3390.10,,0.0046
12/27/2001,3390.10,3424.10,3390.10,3417.60,,0.0081
12/28/2001,3417.60,3440.60,3417.60,3427.10,,0.0028
12/31/2001,3427.10,3436.40,3416.60,3422.30,,-0.0014
01/02/2002,3422.30,3447.00,3410.80,3445.65,,0.0068
01/03/2002,3445.70,3445.70,3415.50,3419.60,,-0.0076
01/04/2002,3419.60,3437.20,3419.60,3435.70,,0.0047
01/07/2002,3435.70,3451.50,3435.70,3446.90,,0.0033
01/08/2002,3446.90,3451.30,3422.60,3423.00,,-0.0069
01/09/2002,3423.00,3423.00,3411.00,3412.50,,-0.0031
01/10/2002,3412.50,3428.20,3409.10,3409.10,,-0.001
01/11/2002,3409.10,3427.00,3408.60,3417.60,,0.0025
01/14/2002,3417.60,3419.00,3403.00,3407.30,,-0.003
01/15/2002,3407.30,3409.80,3392.80,3406.20,,-0.0003
01/16/2002,3406.20,3425.80,3404.30,3425.80,,0.0058
01/17/2002,3425.80,3425.80,3390.60,3393.10,,-0.0095
01/18/2002,3393.10,3396.00,3377.30,3387.00,,-0.0018
01/21/2002,3387.00,3400.30,3380.10,3400.30,,0.0039
01/22/2002,3400.30,3425.90,3400.30,3421.50,,0.0062
01/23/2002,3421.50,3430.80,3415.00,3422.00,,0.0001
01/24/2002,3422.00,3434.00,3422.00,3430.80,,0.0026
01/25/2002,3430.80,3446.10,3430.80,3442.30,,0.0034
01/29/2002,3442.30,3456.90,3439.00,3452.90,,0.0031
01/30/2002,3452.90,3452.90,3429.00,3433.50,,-0.0056
01/31/2002,3433.50,3468.90,3433.50,3464.20,,0.0089
02/01/2002,3464.20,3486.30,3445.50,3445.50,,-0.0054
02/04/2002,3445.50,3472.90,3445.50,3466.10,,0.006
02/05/2002,3466.10,3466.30,3444.70,3451.50,,-0.0042
02/06/2002,3451.50,3453.00,3424.50,3424.50,,-0.0078
02/07/2002,3424.50,3429.30,3406.60,3414.50,,-0.0029
02/08/2002,3414.50,3450.40,3413.00,3450.40,,0.0105
02/11/2002,3450.80,3482.90,3450.80,3476.50,,0.0076
02/12/2002,3476.50,3496.80,3473.10,3481.10,,0.0013
02/13/2002,3481.10,3492.30,3469.40,3474.60,,-0.0019
02/14/2002,3474.60,3506.10,3474.60,3487.00,,0.0036
02/15/2002,3487.00,3491.20,3470.00,3480.40,,-0.0019
02/18/2002,3480.40,3480.40,3460.60,3469.30,,-0.0032
02/19/2002,3469.30,3471.60,3455.70,3470.40,,0.0003
02/20/2002,3470.40,3470.40,3431.80,3437.70,,-0.0094
02/21/2002,3437.70,3450.40,3418.70,3434.30,,-0.001
02/22/2002,3434.30,3434.30,3412.20,3422.10,,-0.0036
02/25/2002,3424.60,3440.30,3422.50,3422.50,,0.0001
02/26/2002,3422.50,3450.20,3422.50,3434.80,,0.0036
02/27/2002,3434.80,3437.20,3402.50,3413.10,,-0.0063
02/28/2002,3413.10,3424.60,3408.20,3414.30,,0.0004
03/01/2002,3414.30,3417.30,3392.70,3417.30,,0.0009
03/04/2002,3417.30,3434.40,3415.70,3424.30,,0.002
03/05/2002,3424.30,3451.10,3424.30,3435.60,,0.0033
03/06/2002,3435.60,3456.10,3426.70,3451.20,,0.0045
03/07/2002,3451.20,3499.40,3451.20,3497.60,,0.0134
03/08/2002,3497.60,3499.90,3473.60,3485.30,,-0.0035
03/11/2002,3486.60,3496.60,3475.20,3476.90,,-0.0024
03/12/2002,3476.90,3478.20,3460.50,3462.30,,-0.0042
03/13/2002,3462.30,3463.00,3448.40,3450.00,,-0.0036
03/14/2002,3450.00,3454.90,3441.00,3451.90,,0.0006
03/15/2002,3451.90,3451.90,3407.70,3407.70,,-0.0128
03/18/2002,3410.50,3456.20,3410.50,3453.10,,0.0133
03/19/2002,3453.10,3461.50,3447.90,3460.30,,0.0021
03/20/2002,3460.30,3474.60,3460.10,3467.30,,0.002
03/21/2002,3467.30,3467.30,3432.20,3436.10,,-0.009
03/22/2002,3436.10,3437.50,3429.40,3433.80,,-0.0007
03/25/2002,3433.80,3435.20,3423.30,3424.70,,-0.0027
03/26/2002,3424.70,3424.70,3382.10,3384.40,,-0.0118
03/27/2002,3384.40,3416.50,3384.40,3411.50,,0.008
03/28/2002,3411.50,3414.80,3396.00,3414.80,,0.001
04/02/2002,3414.80,3418.00,3380.20,3387.30,,-0.0081
04/03/2002,3387.30,3393.30,3377.80,3377.80,,-0.0028
04/04/2002,3377.80,3378.10,3365.70,3372.60,,-0.0015
04/05/2002,3372.60,3395.80,3371.70,3390.00,,0.0052
04/08/2002,3390.00,3402.30,3381.80,3389.00,,-0.0003
04/09/2002,3389.00,3389.60,3360.00,3363.40,,-0.0076
04/10/2002,3363.40,3380.30,3357.90,3377.40,,0.0042
04/11/2002,3377.40,3392.80,3361.10,3367.40,,-0.003
04/12/2002,3367.40,3367.40,3347.90,3354.50,,-0.0038
04/15/2002,3354.50,3368.10,3352.90,3368.10,,0.0041
04/16/2002,3368.10,3395.30,3368.10,3386.60,,0.0055
04/17/2002,3386.60,3405.40,3386.60,3401.30,,0.0043
04/18/2002,3401.30,3412.30,3400.60,3406.70,,0.0016
04/19/2002,3406.70,3408.40,3398.90,3407.30,,0.0002
04/22/2002,3407.30,3424.60,3405.80,3414.10,,0.002
04/23/2002,3414.10,3414.10,3397.50,3403.90,,-0.003
04/24/2002,3403.90,3403.90,3370.30,3373.60,,-0.0089
04/26/2002,3373.60,3384.20,3370.80,3379.10,,0.0016
04/29/2002,3376.70,3376.70,3351.10,3352.80,,-0.0078
04/30/2002,3352.80,3353.70,3337.50,3350.00,,-0.0008
05/01/2002,3350.00,3365.70,3348.10,3360.40,,0.0031
05/02/2002,3360.40,3368.80,3353.40,3362.30,,0.0006
05/03/2002,3362.30,3368.30,3359.30,3366.00,,0.0011
05/06/2002,3366.90,3366.90,3337.40,3345.40,,-0.0061
05/07/2002,3345.40,3345.40,3321.40,3325.00,,-0.0061
05/08/2002,3325.00,3346.20,3324.70,3339.90,,0.0045
05/09/2002,3339.90,3363.10,3334.80,3338.50,,-0.0004
05/10/2002,3338.50,3341.60,3320.50,3330.90,,-0.0023
05/13/2002,3330.90,3331.20,3295.90,3302.50,,-0.0085
05/14/2002,3302.50,3316.30,3302.50,3314.30,,0.0036
05/15/2002,3314.30,3376.20,3314.30,3376.10,,0.0186
05/16/2002,3376.10,3403.50,3376.10,3395.30,,0.0057
05/17/2002,3395.30,3420.00,3394.70,3412.60,,0.0051
05/20/2002,3412.60,3412.60,3392.80,3393.30,,-0.0057
05/21/2002,3393.30,3393.50,3373.50,3376.90,,-0.0048
05/22/2002,3376.90,3392.20,3373.90,3389.80,,0.0038
05/23/2002,3389.80,3389.80,3368.50,3373.50,,-0.0048
05/24/2002,3373.50,3389.50,3373.50,3387.10,,0.004
05/27/2002,3387.10,3393.30,3378.50,3381.60,,-0.0016
05/28/2002,3381.60,3385.90,3374.70,3385.90,,0.0013
05/29/2002,3385.90,3385.90,3373.70,3381.20,,-0.0014
05/30/2002,3381.20,3391.40,3377.70,3387.10,,0.0017
05/31/2002,3387.10,3387.10,3353.30,3373.60,,-0.004
06/03/2002,3373.60,3388.20,3370.10,3375.60,,0.0006
06/04/2002,3375.60,3375.60,3346.20,3347.10,,-0.0084
06/05/2002,3347.10,3355.90,3346.70,3350.20,,0.0009
06/06/2002,3350.20,3354.30,3337.30,3344.30,,-0.0018
06/07/2002,3344.30,3344.30,3325.00,3342.80,,-0.0004
06/11/2002,3342.80,3349.00,3325.30,3328.50,,-0.0043
06/12/2002,3328.50,3336.70,3318.80,3327.90,,-0.0002
06/13/2002,3327.90,3338.30,3311.10,3313.60,,-0.0043
06/14/2002,3313.60,3315.90,3294.10,3294.10,,-0.0059
06/17/2002,3293.10,3302.20,3285.90,3299.70,,0.0017
06/18/2002,3299.70,3322.60,3299.70,3311.90,,0.0037
06/19/2002,3311.90,3312.80,3279.90,3279.90,,-0.0097
06/20/2002,3279.90,3283.60,3255.10,3279.60,,-0.0001
06/21/2002,3279.60,3279.60,3242.90,3252.20,,-0.0084
06/24/2002,3247.60,3247.60,3229.00,3235.30,,-0.0052
06/25/2002,3235.30,3242.00,3221.90,3227.30,,-0.0025
06/26/2002,3227.30,3227.60,3174.00,3179.40,,-0.0148
06/27/2002,3179.40,3219.50,3179.40,3212.90,,0.0105
06/28/2002,3212.90,3224.60,3209.20,3216.00,,0.001
07/01/2002,3216.00,3229.90,3208.30,3227.90,,0.0037
07/02/2002,3227.90,3228.90,3198.80,3212.10,,-0.0049
07/03/2002,3212.10,3212.10,3181.30,3185.90,,-0.0082
07/04/2002,3185.90,3208.70,3182.50,3208.70,,0.0072
07/05/2002,3208.70,3219.60,3190.60,3214.80,,0.0019
07/08/2002,3214.80,3250.50,3214.80,3233.70,,0.0059
07/09/2002,3233.70,3259.00,3231.90,3258.40,,0.0076
07/10/2002,3258.40,3258.40,3225.40,3226.20,,-0.0099
07/11/2002,3226.20,3226.20,3183.00,3192.40,,-0.0105
07/12/2002,3192.40,3207.20,3184.80,3196.90,,0.0014
07/15/2002,3196.90,3196.90,3181.70,3187.30,,-0.003
07/16/2002,3196.90,3196.90,3156.10,3157.70,,-0.0093
07/17/2002,3157.70,3157.70,3119.10,3122.20,,-0.0112
07/18/2002,3122.20,3153.90,3122.20,3152.30,,0.0096
07/19/2002,3152.30,3154.20,3104.90,3109.20,,-0.0137
07/22/2002,3092.10,3092.10,3034.70,3089.40,,-0.0064
07/23/2002,3089.40,3096.60,3056.50,3088.60,,-0.0003
07/24/2002,3088.60,3088.60,3004.80,3017.20,,-0.0231
07/25/2002,3017.20,3072.70,3017.20,3042.40,,0.0084
07/26/2002,3042.40,3042.40,2982.10,2989.50,,-0.0174
07/29/2002,2989.50,3042.90,2989.10,3035.20,,0.0153
07/30/2002,3035.20,3094.60,3035.20,3083.80,,0.016
07/31/2002,3083.80,3100.90,3076.70,3086.20,,0.0008
08/01/2002,3086.20,3092.00,3070.90,3077.30,,-0.0029
08/02/2002,3077.30,3077.30,3037.50,3053.90,,-0.0076
08/05/2002,3048.90,3048.90,3009.20,3009.20,,-0.0146
08/06/2002,3009.20,3009.20,2955.70,2985.60,,-0.0078
08/07/2002,2985.60,3052.90,2985.60,3051.00,,0.0219
08/08/2002,3051.00,3077.10,3048.80,3077.10,,0.0086
08/09/2002,3077.10,3122.20,3077.10,3106.80,,0.0097
08/12/2002,3113.30,3118.20,3101.50,3103.80,,-0.001
08/13/2002,3103.80,3115.50,3090.00,3110.30,,0.0021
08/14/2002,3110.30,3110.30,3086.10,3096.20,,-0.0045
08/15/2002,3096.20,3132.60,3096.20,3128.00,,0.0103
08/16/2002,3128.00,3147.90,3128.00,3133.30,,0.0017
08/19/2002,3133.30,3157.30,3132.70,3148.20,,0.0048
08/20/2002,3148.20,3184.30,3148.20,3176.70,,0.0091
08/21/2002,3176.70,3180.20,3155.10,3164.30,,-0.0039
08/22/2002,3164.30,3198.40,3164.30,3195.70,,0.0099
08/23/2002,3195.70,3202.90,3176.40,3184.50,,-0.0035
08/26/2002,3180.80,3180.80,3157.40,3176.90,,-0.0024
08/27/2002,3176.90,3191.00,3160.30,3160.30,,-0.0052
08/28/2002,3160.30,3167.00,3137.70,3137.70,,-0.0072
08/29/2002,3137.70,3137.70,3115.50,3130.80,,-0.0022
08/30/2002,3130.80,3137.50,3117.70,3120.10,,-0.0034
09/02/2002,3122.30,3132.10,3112.60,3131.00,,0.0035
09/03/2002,3131.00,3143.20,3125.40,3143.20,,0.0039
09/04/2002,3143.20,3143.20,3090.40,3093.20,,-0.0159
09/05/2002,3093.20,3122.20,3093.20,3113.50,,0.0066
09/06/2002,3113.50,3113.50,3079.90,3089.50,,-0.0077
09/09/2002,3089.50,3123.00,3089.50,3119.60,,0.0097
09/10/2002,3119.60,3121.00,3106.90,3110.10,,-0.003
09/11/2002,3110.10,3148.00,3110.10,3148.00,,0.0122
09/12/2002,3148.00,3149.20,3138.80,3142.10,,-0.0019
09/13/2002,3142.10,3142.10,3115.00,3130.60,,-0.0037
09/16/2002,3130.60,3137.60,3121.80,3125.70,,-0.0016
09/17/2002,3125.70,3156.70,3125.70,3156.70,,0.0099
09/18/2002,3156.70,3156.70,3111.40,3120.30,,-0.0115
09/19/2002,3120.30,3120.30,3086.90,3090.70,,-0.0095
09/20/2002,3090.70,3090.70,3062.30,3073.60,,-0.0055
09/23/2002,3070.20,3070.20,3046.20,3046.70,,-0.0088
09/24/2002,3046.70,3046.70,3018.70,3033.30,,-0.0044
09/25/2002,3033.30,3033.30,2989.00,2991.10,,-0.0139
09/26/2002,2991.10,3017.80,2987.20,2988.70,,-0.0008
09/27/2002,2988.70,3022.20,2988.70,3008.90,,0.0068
09/30/2002,3001.10,3001.10,2953.20,2970.90,,-0.0126
10/01/2002,2970.90,2989.20,2959.80,2987.20,,0.0055
10/02/2002,2987.20,3018.00,2987.20,2998.20,,0.0037
10/03/2002,2998.20,2999.50,2983.80,2999.30,,0.0004
10/04/2002,2999.30,3000.40,2983.60,2991.60,,-0.0026
10/07/2002,2986.20,2986.20,2940.00,2940.00,,-0.0172
10/08/2002,2940.00,2954.70,2933.30,2946.00,,0.002
10/09/2002,2946.00,2952.90,2908.80,2912.70,,-0.0113
10/10/2002,2912.70,2912.70,2883.50,2896.60,,-0.0055
10/11/2002,2896.60,2929.70,2896.60,2924.60,,0.0097
10/14/2002,2924.60,2965.50,2924.60,2959.80,,0.012
10/15/2002,2959.80,2994.90,2957.50,2994.90,,0.0119
10/16/2002,2994.90,3024.00,2984.90,2993.80,,-0.0004
10/17/2002,2993.80,3001.70,2968.60,2989.80,,-0.0013
10/18/2002,2989.80,3028.40,2989.80,3010.60,,0.007
10/21/2002,3010.60,3011.70,2986.40,2990.20,,-0.0068
10/22/2002,2990.20,3019.70,2990.20,3003.00,,0.0043
10/23/2002,3003.00,3032.30,3000.80,3031.90,,0.0096
10/24/2002,3031.90,3043.00,3023.20,3023.60,,-0.0027
10/25/2002,3023.60,3023.60,2996.00,3009.20,,-0.0048
10/28/2002,3010.30,3038.60,3010.30,3035.60,,0.0088
10/29/2002,3033.90,3034.30,3008.60,3011.30,,-0.008
10/30/2002,3011.30,3011.30,2994.00,3006.20,,-0.0017
10/31/2002,3006.20,3042.90,3004.30,3042.90,,0.0122
11/01/2002,3042.90,3042.90,3009.40,3010.30,,-0.0107
11/04/2002,3010.30,3060.30,3010.30,3054.80,,0.0148
11/05/2002,3054.80,3069.30,3045.80,3050.20,,-0.0015
11/06/2002,3050.20,3079.70,3050.20,3075.50,,0.0083
11/07/2002,3075.50,3075.50,3033.20,3038.90,,-0.0119
11/08/2002,3038.90,3040.80,3008.60,3008.80,,-0.0099
11/11/2002,3008.80,3008.80,2969.90,2972.90,,-0.0119
11/12/2002,2972.90,2984.00,2950.70,2982.50,,0.0032
11/13/2002,2982.50,2986.60,2964.90,2971.00,,-0.0039
11/14/2002,2971.00,2987.00,2959.40,2962.20,,-0.003
11/15/2002,2962.20,3005.60,2962.20,3004.90,,0.0144
11/18/2002,3006.80,3010.40,2995.40,2999.70,,-0.0017
11/19/2002,2999.70,3001.90,2987.80,2989.70,,-0.0033
11/20/2002,2989.70,3007.80,2978.60,3007.80,,0.0061
11/21/2002,3007.80,3024.10,3003.00,3021.90,,0.0047
11/22/2002,3021.90,3042.20,3021.90,3035.80,,0.0046
11/25/2002,3035.20,3044.40,3015.20,3041.30,,0.0018
11/26/2002,3041.30,3041.30,3014.70,3015.40,,-0.0085
11/27/2002,3015.40,3015.40,2997.40,3005.20,,-0.0034
11/28/2002,3005.20,3049.00,3005.20,3043.50,,0.0127
11/29/2002,3043.50,3061.40,3040.20,3061.40,,0.0059
12/02/2002,3061.40,3083.80,3056.00,3083.80,,0.0073
12/03/2002,3083.80,3083.80,3059.70,3072.60,,-0.0036
12/04/2002,3072.60,3072.60,3022.60,3027.20,,-0.0148
12/05/2002,3027.20,3048.80,3026.90,3040.50,,0.0044
12/06/2002,3040.50,3040.50,3017.20,3027.30,,-0.0043
