,row_count,id,title,link,make,model,series,transmission,price,milage,age,age_rating,milage_rating,price_rating,sum_rating,market_price,price_difference
14,92,OAG-AD-17092229,2016 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2016/OAG-AD-17092229/?gts=OAG-AD-17092229&gtssaleid=OAG-AD-17092229&rankingType=Showcase,Mercedes-Benz,C200,,Auto,52800.0,34619.0,3,0.37389715076324376,0.33380953026849736,-0.5695400452020609,-0.6671039243059442,47790,-5010
69,93,OAG-AD-17002010,2018 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2018/OAG-AD-17002010/?Cr=97,Mercedes-Benz,C200,,Auto,65888.0,5000.0,1,0.9112343734170072,1.051564055807252,-1.230423240528317,-0.6769072365534399,59850,-6038
63,94,SSE-AD-6167549,2016 Mercedes-Benz C200 d Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2016/SSE-AD-6167549/?Cr=91,Mercedes-Benz,C200,d,Auto,47500.0,51882.0,3,0.37389715076324376,-0.08452317422441329,-0.3019146681215934,-0.700893202050363,42430,-5070
89,95,SSE-AD-5543454,2011 Mercedes-Benz C200 BlueEFFICIENCY Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2011/SSE-AD-5543454/?Cr=115,Mercedes-Benz,C200,BlueEFFICIENCY,Auto,17000.0,120000.0,8,-0.969445905871165,-1.735220455383429,1.2381936339452477,-0.7253059148022794,14121,-2879
79,96,SSE-AD-6167213,2016 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2016/SSE-AD-6167213/?Cr=106,Mercedes-Benz,C200,,Auto,58800.0,17195.0,3,0.37389715076324376,0.756043733077075,-0.8725121701988166,-0.7315518936790562,53200,-5600
41,97,SSE-AD-6128362,2017 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2017/SSE-AD-6128362/?Cr=38,Mercedes-Benz,C200,,Auto,57500.0,26913.0,2,0.6425657620901255,0.520548325427066,-0.8068682097828528,-0.7369422164043007,51614,-5886
26,98,OAG-AD-17181064,2014 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2014/OAG-AD-17181064/?Cr=24,Mercedes-Benz,C200,,Auto,33888.0,85190.0,5,-0.16344007189051973,-0.8916729003004064,0.3854280927877129,-0.7905015941281939,29224,-4664
104,99,SSE-AD-6087318,2017 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2017/SSE-AD-6087318/?Cr=129,Mercedes-Benz,C200,,Auto,55000.0,37000.0,2,0.6425657620901255,0.2761109744324538,-0.6806298243675379,-0.8471017621475807,48482,-6518
65,100,OAG-AD-17272363,2018 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2018/OAG-AD-17272363/?Cr=93,Mercedes-Benz,C200,,Auto,66900.0,6100.0,1,0.9112343734170072,1.0249078561349934,-1.2815245389444365,-0.8835235311463157,59508,-7392
4,101,OAG-AD-17179884,2012 Mercedes-Benz C200 BlueEFFICIENCY Elegance Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2012/OAG-AD-17179884/?gts=OAG-AD-17179884&gtssaleid=OAG-AD-17179884&rankingType=Showcase,Mercedes-Benz,C200,BlueEFFICIENCY Elegance,Auto,17999.0,126209.0,7,-0.7007772945442833,-1.8856825860789328,1.187748775133288,-0.9088961413022849,13624,-4375
20,102,OAG-AD-17179884,2012 Mercedes-Benz C200 BlueEFFICIENCY Elegance Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2012/OAG-AD-17179884/?Cr=2,Mercedes-Benz,C200,BlueEFFICIENCY Elegance,Auto,17999.0,126209.0,7,-0.7007772945442833,-1.8856825860789328,1.187748775133288,-0.9088961413022849,13624,-4375
52,103,OAG-AD-16626053,2018 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2018/OAG-AD-16626053/?Cr=81,Mercedes-Benz,C200,,Auto,67888.0,3904.0,1,0.9112343734170072,1.0781233238443388,-1.331413948860569,-0.9267608254760216,60190,-7698
50,104,OAG-AD-17366507,2016 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2016/OAG-AD-17366507/?Cr=79,Mercedes-Benz,C200,,Auto,49990.0,50400.0,3,0.37389715076324376,-0.048610003393242944,-0.427648099995247,-1.006267156008983,42890,-7100
95,105,SSE-AD-6151198,2011 Mercedes-Benz C200 BlueEFFICIENCY Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2011/SSE-AD-6151198/?Cr=121,Mercedes-Benz,C200,BlueEFFICIENCY,Auto,19990.0,117000.0,8,-0.969445905871165,-1.6625217290045418,1.0872125249885312,-1.0328517889146545,15052,-4938
96,106,SSE-AD-6151198,2011 Mercedes-Benz C200 BlueEFFICIENCY Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2011/SSE-AD-6151198/?Cr=121,Mercedes-Benz,C200,BlueEFFICIENCY,Auto,19990.0,117000.0,8,-0.969445905871165,-1.6625217290045418,1.0872125249885312,-1.0328517889146545,15052,-4938
31,107,SSE-AD-5065933,2016 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2016/SSE-AD-5065933/?Cr=29,Mercedes-Benz,C200,,Auto,49990.0,51800.0,3,0.37389715076324376,-0.08253607570339036,-0.427648099995247,-1.074119300629278,42455,-7535
111,108,SSE-AD-5761927,2016 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2016/SSE-AD-5761927/?Cr=135,Mercedes-Benz,C200,,Auto,62000.0,16000.0,3,0.37389715076324376,0.7850020590846651,-1.0340973035304195,-1.1583906416586844,53571,-8429
62,109,OAG-AD-17351863,2019 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2019/OAG-AD-17351863/?Cr=90,Mercedes-Benz,C200,,Auto,71888.0,2892.0,0,1.1799029847438889,1.1026470275428168,-1.5333953655250727,-1.2149890567456954,61936,-9952
53,110,OAG-AD-17028565,2018 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2018/OAG-AD-17028565/?Cr=82,Mercedes-Benz,C200,,Auto,67990.0,9763.0,1,0.9112343734170072,0.9361427112263718,-1.336564474985514,-1.2261736290867908,58371,-9619
58,111,OAG-AD-17289164,2019 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2019/OAG-AD-17289164/?Cr=87,Mercedes-Benz,C200,,Auto,72888.0,2774.0,0,1.1799029847438889,1.1055065107803863,-1.5838907196911987,-1.3607561527689347,61973,-10915
57,112,OAG-AD-17368171,2019 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2019/OAG-AD-17368171/?Cr=86,Mercedes-Benz,C200,,Auto,71900.0,5961.0,0,1.1799029847438889,1.028276230457215,-1.5340013097750662,-1.3655484836668799,60983,-10917
119,113,OAG-AD-17091321,2018 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2018/OAG-AD-17091321/?Cr=143,Mercedes-Benz,C200,,Auto,70900.0,8482.0,1,0.9112343734170072,0.9671850673901567,-1.4835059556089403,-1.6049133586295001,58769,-12131
32,114,OAG-AD-17350682,2016 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2016/OAG-AD-17350682/?Cr=30,Mercedes-Benz,C200,,Auto,55800.0,49898.0,3,0.37389715076324376,-0.036445083179175795,-0.7210261077004387,-1.8620713386964238,43046,-12754
34,115,OAG-AD-17381840,2018 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2018/OAG-AD-17381840/?Cr=32,Mercedes-Benz,C200,,Auto,75800.0,9998.0,1,0.9112343734170072,0.9304479776600257,-1.7309331910229575,-2.4206692443318136,58298,-17502
33,116,OAG-AD-17357389,2018 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2018/OAG-AD-17357389/?Cr=31,Mercedes-Benz,C200,,Auto,85800.0,3094.0,1,0.9112343734170072,1.0977519799666384,-2.2358867326842167,-3.600921864702366,60442,-25358
114,117,SSE-AD-5960050,1998 Mercedes-Benz C200 Elegance Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-1998/SSE-AD-5960050/?Cr=138,Mercedes-Benz,C200,Elegance,Auto,3500.0,159947.0,21,-4.462137853120628,-2.7032524629359,1.919880915187948,-4.109000033428583,-16892,-20392
112,118,SSE-AD-154066,1997 Mercedes-Benz C200 Esprit Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-1997/SSE-AD-154066/?Cr=136,Mercedes-Benz,C200,Esprit,Auto,9950.0,143000.0,22,-4.73080646444751,-2.2925773576215653,1.5941858808164355,-4.533403537241334,-13061,-23011
99,119,SSE-AD-6162452,1998 Mercedes-Benz C200 Elegance Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-1998/SSE-AD-6162452/?Cr=124,Mercedes-Benz,C200,Elegance,Auto,2400.0,188000.0,21,-4.462137853120628,-3.3830582533048754,1.9754258047706865,-5.301976945418319,-25602,-28002
78,120,OAG-AD-17155191,2018 Mercedes-Benz C200 Auto,https://www.carsales.com.au/cars/details/Mercedes-Benz-C200-2018/OAG-AD-17155191/?Cr=105,Mercedes-Benz,C200,,Auto,101900.0,2102.0,1,0.9112343734170072,1.1217910254892571,-3.0488619347588446,-5.991769379881012,60750,-41150
